ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0045936,negative regulation of phosphate metabolic process,126/3235,378/18888,8.53E-15,4.76E-12,3.45E-12,DUSP22/TRIB3/DGKQ/MIDN/DVL1/YWHAE/FKBP1A/LPCAT1/TSC2/PDPK1/CDKN1C/TFAP4/PRNP/TP53/ERRFI1/IPO7/TARDBP/ROCK2/SOCS1/LRP6/DUSP16/CDKN1B/PRKACA/SAMSN1/SMCR8/TSG101/CRKL/LATS2/PPM1F/DMTN/FOXA2/PLK1/CEP85/PPP1R8/TRIM27/GIT1/IER3/NF1/DNAJA1/HIPK3/PARD3/STK38/CDKN1A/SIRT2/CHP1/STAT3/CEACAM1/VPS25/PPP2R5D/TSPO/CADM4/DUSP3/SLC4A1/PKIG/YWHAB/APOC1/HEXIM1/IGFBP3/CALM3/CALM2/PRKDC/PPP1R15A/SMAD7/BAX/AKT1S1/PTPN1/GRB10/ADNP/RTRAF/PPP2R1A/DKK1/ARPP19/MYADM/PLPP3/CTDSP2/SPRED2/SIRT1/LRP5/PRKAR1A/DDIT4/TERF2IP/YWHAG/ZBED3/IBTK/CBFA2T3/DUSP6/CIB1/HHEX/DNAJC3/NR2F2/IPO5/WARS1/PRKRIP1/CORO1C/PDCD4/CADM1/PRDX3/CBL/DYNLL1/DAB2IP/SPRY1/TMED2/HEG1/TRIB1/PTPA/ABL1/ENPP1/MGAT5/MACROH2A1/TAF7/SPRY4/WWTR1/ENSA/ADAR/NPM1/DUSP1/BOD1/RGS14/CAMK2N2/EIF4G1/PAK2/PPP2R5A/CTDSP1/PARP1/AGT/HNRNPU,126
GO:0042176,regulation of protein catabolic process,122/3235,362/18888,9.23E-15,4.76E-12,3.45E-12,USP14/AXIN1/TRIB3/CSNK2A1/TMEM259/DVL1/LPCAT1/APC2/PKD1/OAZ1/CD81/SGTA/FZR1/RIC1/WFS1/USP7/PIN1/ODC1/KEAP1/LDLR/ATG7/VGLL4/FBXO2/MAD2L2/TNFRSF1B/CDKN1B/PRKACA/GIPC1/MYLIP/CCAR2/CST3/PLK1/PITHD1/WAC/IER3/HECTD1/RNF185/BAG6/HSPA1B/TIMP3/CEBPA/ITCH/VCP/RGP1/CSNK1E/SIRT2/FAM83D/MGAT3/UBE2K/PSMD3/SGSM3/FOXO1/EGLN2/RBX1/DESI1/CTSA/VPS35/SMARCC1/SMAD7/SNRNP70/NKD1/SMAD4/PSMC6/PCSK9/CDK2/AURKA/HERPUD1/LRP1/NEDD4L/DDB1/XPO1/AMER1/OAZ2/AXIN2/RELA/SMAD3/PIAS1/MDM2/TMF1/TAF9/SF3B3/SNX12/TAF1/SOX9/RYBP/GGA3/HMGCR/GABARAPL2/TIMP2/HGS/CSNK1D/UBQLN1/TMTC3/CBFA2T3/FURIN/UFL1/LAPTM4B/HSP90AA1/AZIN1/RNF128/RAD23B/PSMD10/CUL4A/MAD2L1/SORL1/DAB2IP/TRIB1/RAB7A/GPC3/WDR91/TNFAIP3/NDFIP1/CSNK1A1/FLNA/UBQLN4/EZR/UBR3/TSPAN17/NFE2L2/TMEM9/DNAJB2/SERPINE2,122
GO:0010563,negative regulation of phosphorus metabolic process,126/3235,379/18888,1.07E-14,5.07E-12,3.67E-12,DUSP22/TRIB3/DGKQ/MIDN/DVL1/YWHAE/FKBP1A/LPCAT1/TSC2/PDPK1/CDKN1C/TFAP4/PRNP/TP53/ERRFI1/IPO7/TARDBP/ROCK2/SOCS1/LRP6/DUSP16/CDKN1B/PRKACA/SAMSN1/SMCR8/TSG101/CRKL/LATS2/PPM1F/DMTN/FOXA2/PLK1/CEP85/PPP1R8/TRIM27/GIT1/IER3/NF1/DNAJA1/HIPK3/PARD3/STK38/CDKN1A/SIRT2/CHP1/STAT3/CEACAM1/VPS25/PPP2R5D/TSPO/CADM4/DUSP3/SLC4A1/PKIG/YWHAB/APOC1/HEXIM1/IGFBP3/CALM3/CALM2/PRKDC/PPP1R15A/SMAD7/BAX/AKT1S1/PTPN1/GRB10/ADNP/RTRAF/PPP2R1A/DKK1/ARPP19/MYADM/PLPP3/CTDSP2/SPRED2/SIRT1/LRP5/PRKAR1A/DDIT4/TERF2IP/YWHAG/ZBED3/IBTK/CBFA2T3/DUSP6/CIB1/HHEX/DNAJC3/NR2F2/IPO5/WARS1/PRKRIP1/CORO1C/PDCD4/CADM1/PRDX3/CBL/DYNLL1/DAB2IP/SPRY1/TMED2/HEG1/TRIB1/PTPA/ABL1/ENPP1/MGAT5/MACROH2A1/TAF7/SPRY4/WWTR1/ENSA/ADAR/NPM1/DUSP1/BOD1/RGS14/CAMK2N2/EIF4G1/PAK2/PPP2R5A/CTDSP1/PARP1/AGT/HNRNPU,126
GO:0044772,mitotic cell cycle phase transition,143/3235,451/18888,1.35E-14,5.63E-12,4.08E-12,CDC34/TRIP13/PKD1/CDKN1C/PKMYT1/FZR1/CDC25B/TFAP4/TAF10/TP53/CTC1/ID2/WEE1/DNM2/SMARCA4/KANK2/MAD2L2/MIIP/CDKN1B/BRD4/BABAM1/RCC2/KLHL22/E2F3/LATS2/PLK1/BCAT1/APP/ARID1A/RPA2/RCC1/WAC/TAOK1/UBD/TAOK2/IER3/CRLF3/ZNF207/TRIM71/ITGB1/CLASP2/DONSON/E2F1/CHMP4B/CCNY/CDKN1A/CDCA8/SIRT2/BUB1B/CDC6/DDX3X/CCND3/ZFP36L2/MAD2L1BP/ERCC2/UBE2C/GTSE1/AMBRA1/CALM3/CDC27/CALM2/SMARCC1/PRKDC/CDC25A/SMARCD1/PPP1R9B/TMOD3/ACVR1B/PBRM1/ARPP19/DLGAP5/BRSK1/CDK2/SMARCC2/ZWINT/AURKA/CTDSP2/CDK1/DDB1/NFIA/INCENP/SMARCD2/CDCA5/DPF2/RAB11A/ZWILCH/CDK2AP2/PIAS1/ZFP36L1/MDM2/CCNB1/CCND1/FOXO4/RFWD3/SIN3A/E2F7/CCNI/BIRC5/TTK/ANAPC11/MBTPS1/CKS2/TICRR/NBN/CDK6/MEPCE/RRM2B/KMT2E/ANAPC7/CUL4A/TFDP1/ZW10/RAD21/TAOK3/CACUL1/MAD2L1/CLASP1/BUB3/ERCC3/TPRA1/MYC/POLE/GFI1B/CASP2/ENSA/FBXO5/CKS1B/NES/ARID1B/ACVR1/LSM11/NUF2/PHF10/DUSP1/UIMC1/MRNIP/EIF4G1/TPR/CDC73/CENPF/CTDSP1/USP37/GIGYF2,143
GO:0198738,cell-cell signaling by wnt,147/3235,468/18888,1.37E-14,5.63E-12,4.08E-12,AXIN1/CSNK2A1/KANK1/WNK1/STK11/DVL1/APC2/CSNK1G2/TSC2/PKD1/SKI/ATP6V0C/TLE5/DAPK3/PIAS4/RAC1/ILK/PIN1/ATP6V1C2/SMARCA4/VGLL4/MAD2L2/LRP6/SDC1/LATS2/NDRG2/CHD8/CDC42/CCAR2/DCDC2/APP/LGR4/CDH2/ZNRF3/PTPRU/VCP/CCNY/MAPK14/STRN/LRRFIP2/SRC/ZNF703/CSNK1E/MACF1/IGFBP4/FOXO1/ATP6AP2/PRKAA1/RBX1/CTNNB1/DDX3X/RTF1/JUP/PTK7/RNF220/STK4/IGFBP1/MDK/VPS35/LRP4/PTPN23/SULF2/LMBR1L/FUZ/GRB10/NKD1/ADNP/SMAD4/PPP2R1A/DKK1/PFDN5/AMFR/PLPP3/PRKAA2/LRP1/DDIT3/CTNND1/MKS1/RNF43/PPM1A/DEPDC1B/USP34/DDB1/SDHAF2/GID8/MARK2/AMER1/FRMD8/AXIN2/SMAD3/PPP1CA/LRP5/EDA/CCND1/TLE3/LGR5/SOX9/NHERF1/TSKU/ZBED3/MESD/RAC3/CSNK1D/FZD4/ROR2/TNKS2/HHEX/FRAT2/LZTS2/YAP1/UBR5/FOXO3/CELSR2/TCF7L2/BCL9L/C12orf43/DAB2IP/XIAP/RNF146/RUVBL1/ABL1/GPC3/UBE2B/NOTCH1/NRARP/TNFAIP3/EGR1/CSNK1A1/WWTR1/SIAH2/G3BP1/EMD/PBXIP1/PYGO2/VANGL2/CPE/FBXW11/TBL1XR1/GRK6/DVL3/SENP2/CDC73/TMEM9/KLHL12/SOX13/FZD5/NID1,147
GO:0016055,Wnt signaling pathway,146/3235,466/18888,2.12E-14,8.18E-12,5.93E-12,AXIN1/CSNK2A1/KANK1/WNK1/STK11/DVL1/APC2/CSNK1G2/TSC2/PKD1/SKI/ATP6V0C/TLE5/DAPK3/PIAS4/RAC1/ILK/PIN1/ATP6V1C2/SMARCA4/VGLL4/MAD2L2/LRP6/SDC1/LATS2/NDRG2/CHD8/CDC42/CCAR2/DCDC2/APP/LGR4/CDH2/ZNRF3/PTPRU/VCP/CCNY/MAPK14/STRN/LRRFIP2/SRC/ZNF703/CSNK1E/MACF1/IGFBP4/FOXO1/ATP6AP2/PRKAA1/RBX1/CTNNB1/DDX3X/RTF1/JUP/PTK7/RNF220/STK4/IGFBP1/MDK/VPS35/LRP4/SULF2/LMBR1L/FUZ/GRB10/NKD1/ADNP/SMAD4/PPP2R1A/DKK1/PFDN5/AMFR/PLPP3/PRKAA2/LRP1/DDIT3/CTNND1/MKS1/RNF43/PPM1A/DEPDC1B/USP34/DDB1/SDHAF2/GID8/MARK2/AMER1/FRMD8/AXIN2/SMAD3/PPP1CA/LRP5/EDA/CCND1/TLE3/LGR5/SOX9/NHERF1/TSKU/ZBED3/MESD/RAC3/CSNK1D/FZD4/ROR2/TNKS2/HHEX/FRAT2/LZTS2/YAP1/UBR5/FOXO3/CELSR2/TCF7L2/BCL9L/C12orf43/DAB2IP/XIAP/RNF146/RUVBL1/ABL1/GPC3/UBE2B/NOTCH1/NRARP/TNFAIP3/EGR1/CSNK1A1/WWTR1/SIAH2/G3BP1/EMD/PBXIP1/PYGO2/VANGL2/CPE/FBXW11/TBL1XR1/GRK6/DVL3/SENP2/CDC73/TMEM9/KLHL12/SOX13/FZD5/NID1,146
GO:0008380,RNA splicing,150/3235,484/18888,2.53E-14,9.18E-12,6.65E-12,PTBP1/DAZAP1/RNPS1/LSM7/SNRPB/SRRM2/NUP98/ZBTB7A/TAF10/HNRNPM/TARDBP/AKAP8L/DDX1/LSM4/UPF1/ARVCF/USP22/HNRNPC/SNRPD1/PPIL2/CCAR2/PRMT5/ACIN1/HNRNPR/SF3B6/DHX15/SNRPD3/HNRNPA2B1/PPP1R8/SUPT6H/SRSF4/CD2BP2/SNRNP40/LSM2/RTCB/WT1/SMU1/SON/RALY/AQR/SFPQ/RBM42/RBM12/RBM39/RBFOX2/SRPK1/TAF15/AAR2/THRAP3/PPIL1/DYRK1A/LSM1/DDX17/FAM98B/GEMIN6/HNRNPL/PNN/CDK12/PPIE/CASC3/DNAJC17/HNRNPUL1/PHF5A/EIF1/KAT2A/HNRNPF/SRSF6/RRP1B/ATXN7L3/SCAF11/ZC3H13/SLC38A2/CELF1/SNRNP70/TMBIM6/RBM5/PPP1R9B/RTRAF/PPP2R1A/MAGOH/HNRNPA1/U2AF2/SLC39A5/COIL/RBM38/PRPF19/AHNAK/HNRNPUL2/DDX42/SF1/PDCD7/RBM14/RBM4/TAF9/SRSF5/SRSF11/SF3B3/MPHOSPH10/ZNF638/DHX38/PPP4R2/CLNS1A/SNW1/EIF4A3/ALYREF/HNRNPK/SYNCRIP/SNRNP200/PABPC1/SNRPA1/HNRNPH2/PRKRIP1/CWF19L2/SART3/SMNDC1/PTBP3/PRPF4/BCAS2/ZPR1/LSM8/UPF3B/SRSF9/ZCCHC8/ARL6IP4/RPUSD4/SFSWAP/MBNL3/HTATSF1/LUC7L2/ZMAT2/PUF60/SF3B5/RBM8A/SF3B4/RBM22/MBNL1/GEMIN5/CLK2/CCNL1/WTAP/QKI/TADA1/PPIG/NPM1/PRDX6/THOC3/HNRNPH1/IVNS1ABP/SF3B1/HNRNPU,150
GO:0031400,negative regulation of protein modification process,136/3235,426/18888,3.36E-14,1.15E-11,8.37E-12,DUSP22/TRIB3/WNK1/DGKQ/DVL1/YWHAE/FKBP1A/TSC2/TBC1D24/PDPK1/CDKN1C/HMG20B/TFAP4/PRNP/CDYL/ERRFI1/IPO7/TARDBP/ROCK2/SOCS1/MAD2L2/LRP6/DUSP16/CDKN1B/SAMSN1/SMCR8/TSG101/CRKL/LATS2/PPM1F/DMTN/PLK1/CEP85/PPP1R8/TRIM27/NF1/HSPA1B/DNAJA1/HIPK3/PARD3/STK38/CDKN1A/SIRT2/PRKAA1/CTNNB1/CHP1/CEACAM1/VPS25/PPP2R5D/TSPO/CADM4/DUSP3/PKIG/YWHAB/HEXIM1/IGFBP3/CALM3/CALM2/PRKDC/HDAC6/PPP1R15A/SMAD7/BAX/AKT1S1/PTPN1/ADNP/RTRAF/PPP2R1A/DKK1/ARPP19/MYADM/U2AF2/PLPP3/PRKAA2/CTDSP2/SPRED2/RELA/SIRT1/LRP5/PRKAR1A/TAF1/LIMK1/TERF2IP/YWHAG/ZBED3/HMG20A/IBTK/DUSP6/CIB1/HHEX/DNAJC3/NR2F2/UFL1/IPO5/WARS1/PRKRIP1/BEX4/BEX3/OXR1/CRY1/CORO1C/PDCD4/CADM1/CBL/DBI/MAD2L1/DAB2IP/SPRY1/TMED2/HEG1/TRIB1/PTPA/ABL1/ENPP1/UBE2B/MGAT5/MACROH2A1/TNFAIP3/TAF7/SPRY4/WWTR1/ENSA/FBXO5/ADAR/NPM1/DUSP1/BOD1/RGS14/SQSTM1/CAMK2N2/EIF4G1/IVNS1ABP/SENP2/PAK2/CTDSP1/AGT,136
GO:0000819,sister chromatid segregation,86/3235,229/18888,9.71E-14,3.16E-11,2.29E-11,TRIP13/PHF13/TENT4A/SMARCA4/RMI2/MAD2L2/CHMP1B/SEH1L/AKAP8L/KLHL22/PLK1/ARID1A/NUDC/POLDIP2/TPX2/HSPA1B/ZNF207/MAPRE1/KIFC1/CLASP2/CHMP4B/LSM14A/NIPBL/CDCA8/BUB1B/CDC6/TOP2A/NUSAP1/MAD2L1BP/KIF2C/KIF18B/UBE2C/CDC27/SMARCC1/KPNB1/NUP62/SMARCD1/PPP2R1A/PBRM1/SMC1A/DLGAP5/SMARCC2/ZWINT/CDK1/INCENP/SMARCD2/CDCA5/DPF2/KAT5/RAB11A/ZWILCH/CCNB1/MZT1/BAZ1B/BIRC5/TTK/ANAPC11/WAPL/CDT1/CHMP1A/PRC1/PSRC1/ANAPC7/SMC3/ZW10/RAD21/MAD2L1/CLASP1/BUB3/STAG2/GOLGA2/RAN/FBXO5/FLNA/ARID1B/NCAPG2/NUF2/PHF10/DUSP1/BOD1/TPR/NSL1/CENPF/CCSAP/DIS3L2/HNRNPU,86
GO:1900180,regulation of protein localization to nucleus,62/3235,144/18888,2.45E-13,7.58E-11,5.49E-11,STK11/CREBBP/MAVS/JAK2/IPO7/PIN1/CCT5/TYK2/TARDBP/LATS2/PLK1/NUP58/LIMK2/NF1/ILRUN/MAPK14/SRC/CARD10/ORMDL3/EP300/CHP1/JUP/PKIG/SUMO3/F2/CD2AP/MAGED1/CCT6A/CDK1/SMAD3/CCT7/SIN3A/EIF2AK3/IPO5/MEPCE/YWHAZ/LZTS2/HSP90AA1/YAP1/UBR5/TRIM8/LAMTOR5/TCF7L2/ZPR1/RAN/CTNNA1/WWTR1/OTUD7B/RBM22/FLNA/DKC1/LMNA/CCT3/TCP1/NMD3/NPM1/ECT2/GLUL/TPR/TFRC/RASSF5/PARP1,62
GO:0030111,regulation of Wnt signaling pathway,113/3235,342/18888,4.04E-13,1.19E-10,8.61E-11,AXIN1/CSNK2A1/KANK1/WNK1/STK11/APC2/CSNK1G2/TSC2/SKI/ATP6V0C/TLE5/DAPK3/ILK/PIN1/ATP6V1C2/SMARCA4/VGLL4/MAD2L2/LATS2/CHD8/CCAR2/DCDC2/APP/LGR4/CDH2/ZNRF3/PTPRU/VCP/CCNY/MAPK14/SRC/ZNF703/CSNK1E/MACF1/IGFBP4/FOXO1/ATP6AP2/RBX1/CTNNB1/DDX3X/JUP/PTK7/RNF220/STK4/IGFBP1/MDK/VPS35/LRP4/SULF2/LMBR1L/FUZ/GRB10/NKD1/ADNP/SMAD4/PPP2R1A/DKK1/PFDN5/AMFR/PLPP3/LRP1/DDIT3/CTNND1/MKS1/RNF43/PPM1A/DEPDC1B/USP34/SDHAF2/GID8/AMER1/FRMD8/AXIN2/SMAD3/PPP1CA/EDA/TLE3/LGR5/SOX9/NHERF1/TSKU/ZBED3/CSNK1D/TNKS2/HHEX/LZTS2/YAP1/UBR5/FOXO3/TCF7L2/C12orf43/DAB2IP/XIAP/RNF146/RUVBL1/ABL1/GPC3/UBE2B/NOTCH1/NRARP/TNFAIP3/EGR1/CSNK1A1/WWTR1/SIAH2/G3BP1/EMD/PBXIP1/TBL1XR1/SENP2/CDC73/TMEM9/SOX13,113
GO:0048193,Golgi vesicle transport,101/3235,294/18888,4.93E-13,1.38E-10,1.00E-10,BET1L/PDCD6/TBC1D20/GAK/AP3D1/SNX8/RER1/KIF1C/CYTH3/TBC1D14/TRAPPC1/VAMP2/RAB12/DNM2/TMED1/COPB1/KIF13A/LLGL1/SEC23B/COPE/GGA2/PITPNB/MYO18A/LAPTM5/GOLPH3/TAPBP/VCP/TRAPPC3/SEC23A/TRAPPC6B/MIA2/MACF1/ANK1/PKDCC/ARFGAP3/YKT6/PREPL/TMED4/TRAPPC6A/COG3/GOSR2/ARFGAP2/SCAP/NAPA/KDELR1/ARF3/ARFGEF2/AP2A1/EPS15/COPZ1/SPTBN1/BBS2/PLPP3/VAPB/LMAN1/ARFRP1/VPS54/RAB1A/BBS1/PHAF1/VTI1B/YIPF6/SAR1A/TEX261/SNX12/AP1G1/SEC24C/CSK/SCAMP2/TMED10/GGA3/GABARAPL2/SCAMP1/CSNK1D/SEC31A/TRIP11/BICD2/TFG/GCC2/SORT1/AP1AR/LAMP1/ZW10/SEC24D/TRAPPC4/HYOU1/STEEP1/RAB14/SORL1/TMED2/ARF5/GOLGA2/COPG2/SEC24A/CREB3L2/INSIG1/ERGIC1/LMAN2/TMED9/KLHL12/ACSL3,101
GO:0031647,regulation of protein stability,108/3235,326/18888,1.10E-12,2.97E-10,2.15E-10,CSNK2A1/GET4/POLR2E/DVL1/TELO2/WDR81/CD81/NCLN/CREBBP/PRNP/PFN1/WFS1/TP53/USP7/PIN1/VHL/CCT5/TARDBP/CALR/GIPC1/ATF7IP/MYLIP/SREBF1/DDOST/MAPK1/CCAR2/TOMM7/PLK1/FLOT2/BAG6/HSPA1B/PDRG1/RNF5/ZNF207/PFDN6/PIM1/SRC/BAG4/EP300/CHP1/KAT2A/PEX6/SERF2/GRN/STK4/COG3/CTSA/LSS/VPS35/PRKDC/HDAC6/SMAD7/B4GALT5/DAZAP2/RTN4/ISOC2/CCT6A/AURKA/PLPP3/CTNND1/NEDD4L/ASPH/PPIB/SYVN1/SMAD3/SIRT1/MDM2/TAF9/TAF1/RAB21/CCT7/GGA3/ZBED3/USP36/SEL1L/PYURF/RNF149/HSP90AA1/COA8/RNF128/PIH1D2/LAMP1/TBX3/LAMP2/GSN/DERL1/RUVBL1/UBE2B/TRIM24/PFN2/HCFC1/FLNA/UBL4A/EFNA1/LMNA/GLMP/CCT3/TCP1/PDCD10/ATP1B1/NPM1/FBXW11/DVL3/CASP3/SENP2/CDC73/CPN2/HSPD1,108
GO:0006403,RNA localization,76/3235,200/18888,1.31E-12,3.37E-10,2.44E-10,WNK1/MEX3D/SLBP/NUP98/NSUN2/CCT5/SEH1L/NUP210/AKAP8L/NUP153/ALKBH5/UPF1/PUM2/PABPN1/NUP58/HNRNPA2B1/SUPT6H/TGFBR2/ZFP36/FBL/CASC3/POLDIP3/XPO5/LRPPRC/CKAP5/SETD2/KPNB1/NUP160/IGF2BP1/STAU1/NUP62/RTRAF/MAGOH/NDC1/HNRNPA1/CCT6A/XPO1/ZFP36L1/CPSF6/POM121/CCT7/POM121C/G3BP2/EIF4A3/ALYREF/ZNHIT6/CETN3/HHEX/BICD2/PEG10/YY1/DCP2/UPF3B/RUVBL1/FUBP3/RAN/NUP214/RBM8A/NUP43/CETN2/CHTOP/DKC1/SMG5/CCT3/TCP1/QKI/SSB/THOC3/SMG7/SENP2/TPR/FYTTD1/ZC3H11A/NUP133/TOMM20/HNRNPU,76
GO:0016032,viral process,132/3235,428/18888,1.36E-12,3.37E-10,2.44E-10,TBC1D20/BSG/PTBP1/CTBP1/JPT2/EIF3B/CD81/ZBED1/MAVS/TFAP4/ARL8B/RNASEK/INSR/TP53/ICAM1/ILF3/TARDBP/SMARCA4/LDLR/CTSB/CHMP1B/EPHA2/BST2/CXADR/NUP153/DEK/TSG101/ZDHHC8/ZDHHC20/RCC1/TRIM27/SLC7A1/TRIM26/HSPA1B/ITGB1/CHMP4B/PDCD6IP/ITCH/VCP/HPN/USF2/SRPK1/ZFP36/PPIE/EIF2AK4/TOP2A/EP300/DDX3X/RRP1B/ST3GAL3/PVR/NECTIN2/HEXIM1/SLC1A5/CCNT1/STAU1/ZNFX1/DAG1/EPS15/SPCS1/ITGA2/SP1/TRIM25/VAPB/JUN/CDK1/DDB1/NFIA/PPIB/RAB1A/CFL1/HMGA2/GRK2/KPNA2/WWP2/ST3GAL2/IST1/MOGS/SCARB2/SNW1/VAMP8/CTSL/CHMP1A/ANPEP/FURIN/MGAT4A/PABPC1/TRIM8/LAMTOR5/LAMP1/GAS6/ATG12/DDX6/TMEM39A/NECTIN1/GSN/VPS37B/ITGB5/ST3GAL4/MVB12B/CDK9/RAB7A/RAN/ST3GAL1/MGAT5/CCNT2/TMEM250/NOTCH1/LY6E/GYPA/SLC52A2/CSNK1A1/CD74/SETDB1/HCFC1/ADAR/LARP1/IGF2R/TRIM59/F11R/SSB/SPCS3/CANX/MGAT4B/MGAT1/ST6GAL1/TFRC/NUCKS1/CD55/CD46/PROX1/TRIM11,132
GO:0097193,intrinsic apoptotic signaling pathway,106/3235,319/18888,1.45E-12,3.44E-10,2.49E-10,TRIB3/NOC2L/STK11/ATP2A3/PIAS4/MYBBP1A/JAK2/WFS1/TNFRSF1A/EIF5A/TP53/GATA4/TNFRSF1B/RRN3/EPHA2/TMEM161A/PPM1F/CCAR2/BCL2L2/E2F2/ERN2/XBP1/IER3/BAG6/BCL2L1/PLAGL2/DNAJA1/E2F1/SFPQ/CREB3/CDKN1A/SRC/ATF4/EP300/CTNNB1/DDX3X/SERINC3/ERCC2/BBC3/PRKDC/MSH6/SHISA5/PPP1R15A/BAX/QRICH1/TMBIM6/CEBPB/PTPN1/TXNDC12/ERO1A/SELENOK/HERPUD1/DDIT3/TMEM109/SYVN1/RAD9A/SIRT1/MDM2/TAF9/DDIT4/NHERF1/SNW1/PPIF/PYCR1/UBQLN1/HNRNPK/EIF2AK3/AEN/NBN/STK24/APAF1/RRM2B/COA8/PPP1R13B/BCL2L11/ERP29/CUL4A/HIPK1/HYOU1/DAB2IP/DIABLO/MYC/AIFM1/ABL1/HINT1/BNIP3/NACC2/TRAF2/PERP/PIK3CB/HIPK2/CASP2/GRINA/CD74/MCL1/ARHGEF2/FNIP2/SOD2/PDCD10/PDK1/NFE2L2/CASP3/IVNS1ABP/OPA1/PARP1/STK25,106
GO:1901987,regulation of cell cycle phase transition,138/3235,455/18888,1.67E-12,3.83E-10,2.77E-10,TRIP13/TELO2/EME2/PKD1/DOT1L/CDKN1C/PKMYT1/FZR1/CDC25B/TFAP4/NSUN2/TP53/CTC1/ID2/WEE1/SMARCA4/KANK2/MAD2L2/MIIP/CDKN1B/BRD4/BABAM1/RCC2/GNB1L/KLHL22/CCAR2/PLK1/APP/ARID1A/RPA2/WAC/TAOK1/UBD/PAGR1/TAOK2/IER3/CRLF3/ZNF207/DONSON/E2F1/MAPK14/CDKN1A/CDCA8/SIRT2/FAM83D/EIF2AK4/BUB1B/CDC6/DDX3X/CCND3/ZFP36L2/MAD2L1BP/ERCC2/UBE2C/GTSE1/AMBRA1/SMARCC1/PRKDC/CDC25A/ATF5/SMARCD1/PPP1R9B/TMOD3/PBRM1/DLGAP5/BRSK1/CDK2/SMARCC2/ZWINT/AURKA/CTDSP2/CDK1/PRPF19/DDB1/INCENP/SMARCD2/CDCA5/DPF2/RAB11A/ZWILCH/RAD9A/CDK2AP2/FEM1B/ZFP36L1/MDM2/CCNB1/CCND1/FOXO4/TAF1/RFWD3/SIN3A/E2F7/BIRC5/TTK/ANAPC11/MBTPS1/CDT1/TICRR/NBN/CDK6/UFL1/MEPCE/RRM2B/KMT2E/CRY1/ANAPC7/CUL4A/TFDP1/ZW10/RAD21/TAOK3/H2AX/MAD2L1/BUB3/ERCC3/TPRA1/GFI1B/MACROH2A1/CASP2/FBXO5/ARID1B/ACVR1/LSM11/NUF2/PHF10/NPM1/METTL13/DUSP1/UIMC1/MRNIP/EIF4G1/TPR/CDC73/DYRK3/PROX1/CENPF/CTDSP1/GIGYF2,138
GO:0009895,negative regulation of catabolic process,114/3235,353/18888,1.74E-12,3.85E-10,2.79E-10,USP14/PKP3/CSNK2A1/LARP4B/WNK1/TSC2/SGTA/FOXK1/RIC1/NSUN2/TENT4A/TBC1D14/PHF23/TP53/ELAVL1/USP7/PIN1/VHL/DAP/EIF4G2/TARDBP/MAD2L2/GATA4/PRKACA/GIPC1/SMCR8/RRAGA/KLHL22/HNRNPC/CCAR2/CST3/STK38L/POLDIP2/WAC/TRIM27/GIT1/IER3/BAG6/RNF5/TIMP3/E2F1/RGP1/TAF15/MAPK14/THRAP3/SIRT2/ZFP36/MGAT3/BMF/PRKAA1/EP300/STAT3/TSPO/KDM4A/LRPPRC/SLC4A1/APOC1/CTSA/VPS35/SMARCC1/WDR6/IGF2BP1/SNRNP70/TENT4B/SMAD4/AXIN2/RELA/SMAD3/TAF9/SF3B3/SNX12/TAF1/DDIT4/RYBP/HMGCR/GABARAPL2/IREB2/USP36/TIMP2/TENT5A/FOXK2/SYNCRIP/SLC7A5/CBFA2T3/SECISBP2/FURIN/LAPTM4B/PABPC1/AZIN1/MET/TENT5C/TMEM39A/MAD2L1/SORL1/DAB2IP/LARP1B/GOLGA2/TRAF2/HNRNPA0/HIPK2/NRBP2/MCL1/FLNA/DKC1/LARP1/UBQLN4/QKI/HNRNPAB/QSOX1/EIF4G1/RUBCN/MAPKAPK2/SERPINE2/HNRNPU,114
