,chrom,start,end,strand,confidence_score,sample_or_tissue_used
10764,chr11,57310281,57310328,-,3.545634347,K562
10765,chr11,57326049,57326233,-,11.26446497,K562
22161,chr16,57431186,57431228,-,3.917588427,HepG2
22163,chr16,57471756,57471799,+,5.018019887,K562
22162,chr16,57471138,57471197,+,3.540116796,K562
12940,chr18,57483564,57483609,+,3.199661376,HepG2
29930,chr12,57517336,57517397,-,6.793337622,K562
29931,chr12,57527946,57528008,+,3.540116796,K562
24098,chr20,57566371,57566407,+,4.52966126,HepG2
12950,chr18,57600708,57600766,-,3.199661376,HepG2
12951,chr18,57602363,57602410,-,3.96221267,HepG2
30017,chr12,57820952,57820988,-,3.424169967,K562
30018,chr12,57821639,57821676,-,4.01631793,HepG2
30019,chr12,57821836,57821868,-,3.511542639,HepG2
30020,chr12,57822410,57822432,-,3.178734411,K562
12952,chr18,58045323,58045437,+,6.172975844,K562
22178,chr16,58046115,58046122,+,3.55428109,HepG2
22176,chr16,58045630,58045662,+,6.193822605,HepG2
22177,chr16,58045695,58045742,+,5.957249309,HepG2
22175,chr16,58045623,58045661,+,8.917379406,HepG2
22181,chr16,58046751,58046783,+,4.52966126,HepG2
22179,chr16,58046652,58046707,+,6.999749484,HepG2
22180,chr16,58046737,58046795,+,7.575589322,HepG2
32660,chr17,58090420,58090448,+,7.013993118,HepG2
32661,chr17,58090453,58090473,+,9.245883707,K562
32672,chr17,58091124,58091167,+,8.894568506,K562
32667,chr17,58090871,58090925,+,7.65680713,HepG2
32670,chr17,58091052,58091111,+,23.10311569,K562
32653,chr17,58089853,58089883,+,4.279424552,HepG2
32652,chr17,58089772,58089797,+,3.199661376,HepG2
32659,chr17,58090313,58090347,+,6.752025261,HepG2
32668,chr17,58090873,58090934,+,17.82251545,K562
32669,chr17,58090875,58090914,+,14.16546447,K562
32654,chr17,58089856,58089928,+,24.72755498,K562
32655,chr17,58090074,58090107,+,5.291155126,HepG2
32656,chr17,58090260,58090358,+,41.79239256,K562
32657,chr17,58090268,58090347,+,51.06338071,K562
32658,chr17,58090295,58090363,+,24.66178921,HepG2
32662,chr17,58090618,58090627,+,3.96221267,HepG2
32663,chr17,58090745,58090795,+,16.28518558,HepG2
32664,chr17,58090759,58090808,+,21.60096695,K562
32651,chr17,58089523,58089571,+,7.313698338,HepG2
32666,chr17,58090871,58090900,+,6.327809749,HepG2
32671,chr17,58091052,58091115,+,26.18318886,K562
32665,chr17,58090762,58090816,+,27.35175712,K562
22183,chr16,58113752,58113801,-,3.36069115,K562
22182,chr16,58113605,58113701,-,3.991571025,K562
24100,chr20,58360010,58360066,+,3.424169967,K562
24099,chr20,58359997,58360081,+,4.661830076,K562
26995,chr10,58395997,58396040,+,4.512902227,HepG2
26994,chr10,58395917,58395981,+,4.308259517,K562
32709,chr17,58415673,58415721,-,5.340467232,HepG2
32710,chr17,58415761,58415806,-,4.007253545,HepG2
22197,chr16,58525993,58526028,-,3.511542639,HepG2
2990,chr19,58549335,58549379,+,5.577359118,HepG2
2991,chr19,58549503,58549542,+,3.189448735,HepG2
2994,chr19,58555753,58555857,-,11.45812409,K562
2995,chr19,58555787,58555852,-,15.86964983,K562
7718,chr15,58595655,58595712,-,3.55428109,HepG2
11157,chr11,58618181,58618243,+,4.070298109,HepG2
7723,chr15,58747370,58747465,-,5.018019887,K562
7733,chr15,59123529,59123587,+,4.734599103,K562
26996,chr10,59245056,59245096,+,8.167791365,HepG2
26997,chr10,59245238,59245312,+,7.543714759,HepG2
12954,chr18,59327918,59327953,-,3.536314955,HepG2
12955,chr18,59327975,59328014,-,3.693916752,HepG2
12953,chr18,59327862,59327896,-,4.007253545,HepG2
11158,chr11,59574742,59574815,-,5.766439673,K562
11159,chr11,59574880,59574924,-,3.511542639,HepG2
11160,chr11,59637198,59637233,-,3.266697184,K562
33800,chr17,59673649,59673660,+,3.266697184,K562
27009,chr10,59792489,59792525,-,3.199661376,HepG2
11164,chr11,59806255,59806296,-,3.96221267,HepG2
11163,chr11,59806210,59806248,-,5.737236473,K562
38559,chr14,60282751,60282890,+,5.287361324,K562
38560,chr14,60283120,60283179,+,3.36069115,K562
38561,chr14,60283127,60283206,+,3.610284393,K562
7738,chr15,60495755,60495797,-,3.199661376,HepG2
34095,chr5,60597182,60597271,-,6.013129016,K562
34096,chr5,60597436,60597487,-,5.347881548,K562
34097,chr5,60597487,60597537,-,4.227194163,K562
11241,chr11,61341829,61341873,+,3.016910938,HepG2
18960,chr1,61459630,61459676,+,3.476468913,HepG2
18959,chr1,61459109,61459162,+,5.640136071,HepG2
18958,chr1,61458984,61459021,+,3.693916752,HepG2
18961,chr1,61459715,61459739,+,4.739795003,HepG2
18963,chr1,61461209,61461272,+,5.2156211,HepG2
18962,chr1,61461028,61461072,+,4.007253545,HepG2
15156,chr8,61502731,61502768,-,3.693916752,HepG2
15158,chr8,61502936,61502964,-,3.199661376,HepG2
15157,chr8,61502838,61502906,-,5.529101386,HepG2
32742,chr17,61801371,61801419,-,3.536314955,HepG2
32751,chr17,61945729,61945755,-,3.199661376,HepG2
32753,chr17,61945752,61945847,-,7.722436624,K562
32754,chr17,61945925,61945965,-,4.512902227,HepG2
32752,chr17,61945735,61945784,-,4.545455288,HepG2
32749,chr17,61945205,61945242,-,3.96221267,HepG2
32750,chr17,61945533,61945581,-,5.340467232,HepG2
32748,chr17,61943884,61943945,-,4.512902227,HepG2
32747,chr17,61943719,61943783,-,4.279424552,HepG2
24187,chr20,62134789,62134830,+,12.3567505,K562
24186,chr20,62134787,62134832,+,8.871258665,HepG2
24185,chr20,62134778,62134825,+,14.51455968,K562
24184,chr20,62134764,62134818,+,6.360025702,HepG2
24183,chr20,62134692,62134743,+,9.463189134,K562
24190,chr20,62135102,62135214,+,20.56747966,HepG2
24189,chr20,62135101,62135188,+,47.09536559,K562
24191,chr20,62135104,62135183,+,55.59966928,HepG2
24188,chr20,62135100,62135218,+,41.11667364,K562
24182,chr20,62134682,62134732,+,7.607901273,HepG2
36220,chr2,62224558,62224626,+,7.901234481,K562
36221,chr2,62224560,62224599,+,5.2156211,HepG2
36222,chr2,62224561,62224608,+,4.227194163,K562
36223,chr2,62224626,62224699,+,6.554074475,K562
24192,chr20,62309105,62309153,-,7.333286257,HepG2
24193,chr20,62387660,62387671,+,6.677211532,K562
11343,chr11,62515936,62515999,-,10.0208624,K562
11344,chr11,62516029,62516060,-,3.96221267,HepG2
11345,chr11,62516038,62516064,-,6.193822605,HepG2
11346,chr11,62516148,62516200,-,15.03408369,HepG2
11347,chr11,62560444,62560454,-,6.863014816,K562
11348,chr11,62566805,62566835,-,6.863014816,K562
11441,chr11,62626064,62626111,-,9.760025199,K562
11442,chr11,62627342,62627353,-,3.189448735,HepG2
11443,chr11,62628768,62628792,-,3.189448735,HepG2
30035,chr12,62648144,62648181,-,3.476468913,HepG2
30030,chr12,62644130,62644162,-,3.693916752,HepG2
30032,chr12,62644460,62644512,-,7.333286257,HepG2
30033,chr12,62644463,62644520,-,3.540116796,K562
30031,chr12,62644257,62644341,-,8.813213123,HepG2
30034,chr12,62648121,62648165,-,3.199661376,HepG2
11444,chr11,62646958,62647004,-,3.36069115,K562
11451,chr11,62714967,62715038,-,22.52302353,K562
11449,chr11,62714806,62714872,-,23.46018397,K562
11455,chr11,62715110,62715148,-,6.17462069,HepG2
11450,chr11,62714815,62714875,-,26.86876641,K562
11445,chr11,62714035,62714084,-,10.73714897,K562
11456,chr11,62715110,62715156,-,11.40389025,K562
11453,chr11,62715038,62715053,-,6.466272034,K562
11446,chr11,62714038,62714140,-,24.05911512,K562
11454,chr11,62715091,62715153,-,15.4849131,K562
11452,chr11,62714970,62715036,-,19.95268618,K562
11447,chr11,62714084,62714137,-,10.79897369,K562
11448,chr11,62714778,62714815,-,20.5843807,K562
24201,chr20,62945469,62945510,+,5.37656421,K562
24200,chr20,62945439,62945502,+,7.671003851,K562
24199,chr20,62945089,62945134,+,4.070298109,HepG2
24205,chr20,62945530,62945592,+,7.099652811,HepG2
24204,chr20,62945528,62945595,+,7.543133147,HepG2
24203,chr20,62945528,62945586,+,14.30934328,K562
24202,chr20,62945526,62945598,+,15.38291575,K562
12969,chr18,62980077,62980141,+,3.36069115,K562
15169,chr8,63187144,63187191,+,3.199661376,HepG2
24206,chr20,63196067,63196118,-,4.232507593,HepG2
13616,chrX,63349077,63349135,-,3.540116796,K562
26036,chr6,63684368,63684399,+,3.536314955,HepG2
26033,chr6,63684139,63684192,+,3.917588427,HepG2
26035,chr6,63684336,63684377,+,4.01631793,HepG2
26034,chr6,63684288,63684374,+,6.819218875,K562
26037,chr6,63685955,63686029,+,6.520826926,K562
26038,chr6,63712983,63713006,+,3.693916752,HepG2
24321,chr20,63735237,63735319,+,4.017282261,K562
32779,chr17,63745613,63745712,-,23.19806832,K562
32778,chr17,63745604,63745677,-,14.42829454,HepG2
32780,chr17,63745961,63746008,-,4.545455288,HepG2
11505,chr11,63760606,63760652,-,3.536314955,HepG2
11508,chr11,63762399,63762451,-,5.529101386,HepG2
11504,chr11,63760147,63760199,-,4.512902227,HepG2
11506,chr11,63762155,63762192,-,3.199661376,HepG2
11507,chr11,63762265,63762295,-,4.512902227,HepG2
11509,chr11,63763077,63763117,-,3.693916752,HepG2
11510,chr11,63827508,63827556,+,3.96221267,HepG2
11511,chr11,63907335,63907344,+,3.693916752,HepG2
11512,chr11,63907344,63907374,+,3.693916752,HepG2
24373,chr20,63957780,63957821,-,3.882310524,HepG2
24376,chr20,63959139,63959176,-,4.269339392,HepG2
24374,chr20,63957782,63957823,-,4.557780101,HepG2
24375,chr20,63958753,63958816,-,6.999768583,HepG2
11516,chr11,63976421,63976481,+,3.189448735,HepG2
24388,chr20,64056806,64056861,+,3.511542639,HepG2
24389,chr20,64057024,64057080,+,3.536314955,HepG2
13617,chrX,64187205,64187249,-,3.693916752,HepG2
11537,chr11,64195644,64195645,+,3.199661376,HepG2
11538,chr11,64195645,64195652,+,3.199661376,HepG2
11556,chr11,64242112,64242176,+,8.473182745,K562
11555,chr11,64242101,64242177,+,13.84590636,K562
36247,chr2,64524439,64524493,+,3.991571025,K562
36246,chr2,64524427,64524503,+,3.545634347,K562
36252,chr2,64634062,64634117,-,7.014470242,HepG2
36251,chr2,64633738,64633788,-,3.199661376,HepG2
36250,chr2,64632707,64632754,-,4.01631793,HepG2
7752,chr15,64683328,64683389,+,7.134226259,HepG2
30038,chr12,64697330,64697399,+,3.178734411,K562
38570,chr14,64766542,64766626,-,3.805119784,K562
11611,chr11,64823620,64823674,-,3.682185412,K562
11632,chr11,65078555,65078608,-,7.087014108,K562
11630,chr11,65078538,65078618,-,8.161698843,K562
11631,chr11,65078553,65078601,-,3.536314955,HepG2
11639,chr11,65079652,65079696,-,3.957620614,K562
7775,chr15,65118528,65118587,-,4.594322111,HepG2
7776,chr15,65155691,65155753,-,3.178734411,K562
30044,chr12,65170267,65170325,+,3.266697184,K562
30045,chr12,65170279,65170331,+,3.991571025,K562
30046,chr12,65246864,65246960,+,5.917793237,K562
30047,chr12,65246878,65246998,+,6.554074475,K562
36274,chr2,65310873,65310926,-,3.36069115,K562
36275,chr2,65311227,65311233,-,3.199661376,HepG2
36276,chr2,65311233,65311255,-,3.693916752,HepG2
11687,chr11,65321317,65321348,+,4.512902227,HepG2
11712,chr11,65357343,65357381,+,3.693916752,HepG2
11713,chr11,65387096,65387122,+,3.199661376,HepG2
11715,chr11,65389361,65389368,+,3.693916752,HepG2
11714,chr11,65389360,65389361,+,3.693916752,HepG2
11742,chr11,65444293,65444360,+,25.8893093,K562
11743,chr11,65444299,65444362,+,21.62677527,K562
32901,chr17,65538214,65538266,-,5.957249309,HepG2
32905,chr17,65558658,65558699,-,5.098853371,HepG2
32902,chr17,65557908,65557990,-,9.496359099,HepG2
32904,chr17,65558002,65558028,-,4.739795003,HepG2
32903,chr17,65557923,65557976,-,5.644602698,HepG2
11780,chr11,65583125,65583202,+,11.36309105,K562
11782,chr11,65583616,65583669,+,6.819218875,K562
11779,chr11,65582852,65582911,+,6.17462069,HepG2
11781,chr11,65583139,65583234,+,10.09848719,K562
11783,chr11,65592492,65592560,+,4.681982602,K562
11784,chr11,65625437,65625480,+,3.199661376,HepG2
11785,chr11,65636633,65636666,+,3.693916752,HepG2
11795,chr11,65654750,65654801,-,3.266697184,K562
7777,chr15,65877345,65877394,+,3.504713402,HepG2
7789,chr15,65889077,65889128,+,3.504713402,HepG2
7790,chr15,65889295,65889373,+,5.582216856,K562
11818,chr11,65891567,65891612,+,3.36069115,K562
11817,chr11,65891412,65891491,+,5.229321962,K562
11819,chr11,65893209,65893273,-,3.178734411,K562
30051,chr12,65965326,65965387,+,3.189448735,HepG2
30053,chr12,65966099,65966212,+,12.1494644,HepG2
30052,chr12,65965925,65965966,+,3.511542639,HepG2
30048,chr12,65963447,65963479,+,6.17462069,HepG2
30054,chr12,65966122,65966198,+,6.193822605,HepG2
30050,chr12,65963479,65963552,+,15.56038219,HepG2
30049,chr12,65963448,65963543,+,12.87690332,HepG2
12761,chr11,65998601,65998698,-,3.545634347,K562
11829,chr11,66002517,66002568,+,5.845397111,K562
11837,chr11,66345447,66345531,-,10.89990287,HepG2
11841,chr11,66345827,66345858,-,3.55428109,HepG2
11838,chr11,66345490,66345573,-,15.91353339,HepG2
11840,chr11,66345825,66345877,-,10.70803208,HepG2
11839,chr11,66345622,66345661,-,7.543714759,HepG2
11836,chr11,66345403,66345447,-,5.018185287,HepG2
32908,chr17,66805433,66805479,+,3.991571025,K562
8910,chr7,66903695,66903772,+,3.189448735,HepG2
22210,chr16,66935457,66935523,+,4.269339392,HepG2
22211,chr16,66939298,66939333,+,3.536314955,HepG2
8916,chr7,66957758,66957833,+,3.511542639,HepG2
18986,chr1,66958850,66958895,+,3.266697184,K562
18992,chr1,67000619,67000674,-,4.512902227,HepG2
32909,chr17,67071927,67072014,-,3.682185412,K562
22215,chr16,67147902,67147960,+,4.064158778,HepG2
22214,chr16,67147255,67147300,+,3.511542639,HepG2
34098,chr5,67169382,67169423,+,4.512902227,HepG2
22222,chr16,67229425,67229493,-,16.82757222,K562
30885,chr12,67269354,67269470,+,4.070298109,HepG2
22223,chr16,67438142,67438218,-,4.782928436,K562
27018,chr10,67796950,67797028,-,3.504713402,HepG2
22224,chr16,67843786,67843836,+,3.36069115,K562
22225,chr16,67843923,67843982,+,3.504713402,HepG2
22226,chr16,67873263,67873270,+,3.536314955,HepG2
22227,chr16,67873270,67873304,+,3.96221267,HepG2
36282,chr2,68178944,68178992,-,23.04629345,K562
36283,chr2,68179073,68179103,-,3.199661376,HepG2
36277,chr2,68178887,68178944,-,53.98455641,K562
36278,chr2,68178890,68178969,-,5.967101334,HepG2
36279,chr2,68178893,68178942,-,54.02725116,K562
36281,chr2,68178942,68178989,-,37.52216998,K562
36280,chr2,68178901,68178941,-,5.591824335,HepG2
7868,chr15,68188251,68188329,+,7.575589322,HepG2
12014,chr11,68261400,68261448,-,5.2156211,HepG2
12016,chr11,68261410,68261453,-,3.693916752,HepG2
12015,chr11,68261406,68261451,-,3.36069115,K562
7878,chr15,68294984,68295031,+,3.693916752,HepG2
7879,chr15,68295027,68295072,+,3.504713402,HepG2
7881,chr15,68295427,68295536,+,4.017282261,K562
7880,chr15,68295241,68295304,+,3.511542639,HepG2
13625,chrX,68518773,68518808,+,5.340467232,HepG2
27028,chr10,68692251,68692302,+,3.504713402,HepG2
13628,chrX,68717402,68717451,+,3.424169967,K562
38595,chr14,68788006,68788096,-,6.752025261,HepG2
38594,chr14,68787896,68787943,-,3.016910938,HepG2
38596,chr14,68788025,68788119,-,11.74977523,K562
38597,chr14,68789095,68789131,-,3.476468913,HepG2
30068,chr12,68842898,68842985,+,4.996705807,K562
13641,chrX,68840796,68840871,+,5.529101386,HepG2
34099,chr5,69167968,69168023,+,5.640136071,HepG2
34100,chr5,69177765,69177811,+,5.766439673,K562
34101,chr5,69177821,69177866,+,3.96221267,HepG2
30073,chr12,69259486,69259534,+,3.424169967,K562
22283,chr16,69356217,69356269,-,3.504713402,HepG2
38616,chr14,69380439,69380507,-,45.72496521,K562
38615,chr14,69380420,69380521,-,14.91426108,HepG2
38612,chr14,69380245,69380309,-,16.57019929,K562
38613,chr14,69380385,69380439,-,38.46136344,K562
38614,chr14,69380386,69380524,-,72.6001187,K562
13642,chrX,69616810,69616850,+,3.199661376,HepG2
12034,chr11,69653958,69653997,+,4.064158778,HepG2
12036,chr11,69654271,69654289,+,3.504713402,HepG2
12037,chr11,69654277,69654320,+,9.554788084,HepG2
12030,chr11,69652185,69652229,+,4.557780101,HepG2
12029,chr11,69651896,69651940,+,6.109926836,HepG2
12028,chr11,69651520,69651560,+,6.109926836,HepG2
12032,chr11,69652397,69652462,+,9.763521438,HepG2
12031,chr11,69652338,69652370,+,4.584678521,HepG2
12027,chr11,69651515,69651558,+,8.344956602,HepG2
12035,chr11,69654074,69654100,+,3.476468913,HepG2
36294,chr2,69897410,69897456,+,4.01631793,HepG2
15172,chr8,70110105,70110150,-,3.504713402,HepG2
15171,chr8,70110094,70110168,-,3.540116796,K562
12039,chr11,70207039,70207115,+,3.805119784,K562
12040,chr11,70207043,70207106,+,4.681982602,K562
22442,chr16,70254343,70254371,-,3.540116796,K562
36299,chr2,70277236,70277279,+,3.693916752,HepG2
36300,chr2,70281032,70281081,+,3.536314955,HepG2
36301,chr2,70300851,70300918,-,3.424169967,K562
5859,chr9,70387356,70387425,-,7.671003851,K562
5860,chr9,70387532,70387579,-,3.36069115,K562
5857,chr9,70384629,70384736,-,4.28721069,K562
5858,chr9,70387352,70387427,-,10.43135036,K562
27076,chr10,70422251,70422293,+,3.693916752,HepG2
27077,chr10,70423681,70423726,+,3.536314955,HepG2
36302,chr2,70675130,70675287,-,50.16278719,K562
36304,chr2,70676187,70676251,-,10.50896064,K562
36303,chr2,70675154,70675306,-,46.93462684,K562
27078,chr10,70879465,70879523,+,5.32198595,HepG2
36305,chr2,70986021,70986059,-,3.693916752,HepG2
36306,chr2,70986369,70986417,-,3.693916752,HepG2
18998,chr1,71006984,71007067,-,3.610284393,K562
13648,chrX,71102288,71102362,+,4.105895486,K562
13650,chrX,71103095,71103136,+,3.36069115,K562
13651,chrX,71103097,71103161,+,8.473182745,K562
13649,chrX,71102822,71102872,+,5.793002868,K562
38704,chr14,71105286,71105326,+,4.269339392,HepG2
34116,chr5,71455795,71455875,+,5.089872757,HepG2
5862,chr9,71683836,71683885,-,4.01631793,HepG2
5861,chr9,71683454,71683512,-,7.543714759,HepG2
5876,chr9,71685245,71685283,-,3.882310524,HepG2
22471,chr16,71729725,71729773,-,3.199661376,HepG2
30085,chr12,71786851,71786915,+,4.628865613,K562
27093,chr10,71816751,71816814,-,61.95401239,K562
27089,chr10,71816631,71816686,-,36.48764919,HepG2
27088,chr10,71816605,71816808,-,400.0,K562
27108,chr10,71817351,71817387,-,21.05289972,K562
27079,chr10,71816400,71816484,-,40.43889862,K562
27107,chr10,71817345,71817390,-,24.78746616,K562
27095,chr10,71817008,71817082,-,27.47422981,K562
27094,chr10,71817006,71817058,-,38.70500501,HepG2
27096,chr10,71817094,71817111,-,11.90822756,HepG2
27097,chr10,71817124,71817205,-,44.49584189,K562
27082,chr10,71816507,71816552,-,18.12847377,K562
27087,chr10,71816600,71816682,-,43.54430263,K562
27081,chr10,71816422,71816437,-,13.14403285,HepG2
27085,chr10,71816593,71816631,-,18.75780654,HepG2
27086,chr10,71816597,71816639,-,44.15472828,HepG2
27080,chr10,71816420,71816464,-,25.44212002,K562
27084,chr10,71816522,71816559,-,26.84332972,HepG2
27101,chr10,71817220,71817232,-,11.07639854,K562
27102,chr10,71817245,71817311,-,64.11979828,K562
27083,chr10,71816511,71816555,-,23.85855023,K562
27103,chr10,71817248,71817351,-,400.0,K562
27090,chr10,71816639,71816800,-,400.0,HepG2
27106,chr10,71817311,71817345,-,36.23043806,K562
27100,chr10,71817167,71817189,-,21.45954539,HepG2
27099,chr10,71817147,71817242,-,64.86255094,HepG2
27098,chr10,71817146,71817203,-,34.07363183,K562
27109,chr10,71817359,71817374,-,10.69321053,HepG2
27092,chr10,71816686,71816811,-,400.0,HepG2
27091,chr10,71816682,71816751,-,71.95868628,K562
27104,chr10,71817252,71817343,-,57.16315074,HepG2
27105,chr10,71817261,71817328,-,400.0,HepG2
33067,chr17,72125275,72125296,+,6.082367162,HepG2
33066,chr17,72125215,72125246,+,8.836335421,HepG2
33068,chr17,72125696,72125746,+,9.158950341,HepG2
33070,chr17,72126043,72126082,+,10.41541483,HepG2
33069,chr17,72125871,72125922,+,12.53794658,HepG2
13723,chrX,72196862,72196905,+,3.016910938,HepG2
34117,chr5,72205618,72205737,+,4.734599103,K562
12076,chr11,72235700,72235744,+,3.540116796,K562
12778,chr11,72238262,72238314,+,4.907220775,K562
4228,chr3,72377922,72377957,-,4.308259517,K562
4227,chr3,72374771,72374894,-,6.520826926,K562
16004,chr13,72709825,72709880,-,8.60192677,K562
22512,chr16,72788591,72788656,-,5.32198595,HepG2
22513,chr16,72788617,72788673,+,4.269339392,HepG2
22510,chr16,72788104,72788199,+,8.356349468,K562
22514,chr16,72788617,72788713,+,5.059304654,HepG2
22511,chr16,72788583,72788649,+,3.540116796,K562
5885,chr9,72900842,72900883,-,4.739795003,HepG2
5884,chr9,72900702,72900781,-,9.121490785,HepG2
5886,chr9,72900991,72901022,-,3.536314955,HepG2
4229,chr3,72996969,72997032,+,4.28721069,K562
15173,chr8,73324312,73324405,+,4.308259517,K562
12102,chr11,73367684,73367736,+,6.17462069,HepG2
12104,chr11,73392215,73392233,+,3.693916752,HepG2
12103,chr11,73392210,73392215,+,3.693916752,HepG2
8921,chr7,73440466,73440499,-,3.266697184,K562
8922,chr7,73441082,73441191,-,7.722436624,K562
8923,chr7,73441100,73441131,-,4.28721069,K562
8924,chr7,73441157,73441215,-,5.340467232,HepG2
8926,chr7,73441861,73441897,-,3.424169967,K562
8925,chr7,73441837,73441896,-,3.55428109,HepG2
38729,chr14,73721317,73721398,-,4.308259517,K562
12108,chr11,73760950,73761049,-,4.105895486,K562
8442,chr15,73998010,73998052,+,6.552112966,HepG2
36332,chr2,74106422,74106502,+,8.917379406,HepG2
36331,chr2,74105024,74105068,+,3.693916752,HepG2
36333,chr2,74156358,74156418,-,5.529101386,HepG2
30086,chr12,74170799,74170913,-,5.229321962,K562
7969,chr15,74409872,74409911,-,13.75535135,HepG2
7965,chr15,74409788,74409816,-,4.367798095,K562
7964,chr15,74409713,74409758,-,6.327809749,HepG2
7970,chr15,74409872,74409915,-,4.007253545,HepG2
7960,chr15,74409448,74409504,-,12.74738966,K562
7961,chr15,74409456,74409510,-,12.51108466,K562
7966,chr15,74409795,74409830,-,3.882310524,HepG2
7968,chr15,74409849,74409917,-,36.4589952,K562
7963,chr15,74409660,74409767,-,28.31656803,K562
7967,chr15,74409834,74409918,-,31.18667259,K562
7962,chr15,74409469,74409495,-,6.17462069,HepG2
22524,chr16,74452726,74452780,-,4.619541281,K562
22526,chr16,74452763,74452773,-,4.640911235,HepG2
22525,chr16,74452753,74452787,-,8.704718859,HepG2
36423,chr2,74530305,74530369,+,3.55428109,HepG2
30087,chr12,74539072,74539117,+,3.476468913,HepG2
30089,chr12,74539877,74539910,+,4.105895486,K562
30091,chr12,74541092,74541163,+,6.552112966,HepG2
30093,chr12,74541128,74541192,+,11.72862313,K562
30092,chr12,74541114,74541190,+,31.48415264,K562
30094,chr12,74541190,74541260,+,22.73350348,K562
30096,chr12,74541355,74541402,+,5.582216856,K562
30088,chr12,74539718,74539736,+,3.540116796,K562
30090,chr12,74541015,74541043,+,3.199661376,HepG2
30095,chr12,74541192,74541246,+,10.02047102,K562
22534,chr16,74621469,74621509,-,3.882310524,HepG2
7975,chr15,74632725,74632786,-,3.36069115,K562
22535,chr16,74873612,74873649,-,4.512902227,HepG2
22536,chr16,74873614,74873650,-,3.915254684,K562
5887,chr9,74948009,74948036,-,3.199661376,HepG2
38743,chr14,75053522,75053579,-,4.017282261,K562
38744,chr14,75053596,75053656,-,5.419897543,K562
13724,chrX,75053396,75053461,-,3.266697184,K562
22542,chr16,75110844,75110879,+,3.199661376,HepG2
38759,chr14,75134445,75134488,-,4.52966126,HepG2
38755,chr14,75131663,75131709,-,3.882310524,HepG2
38760,chr14,75134447,75134489,-,5.018185287,HepG2
38758,chr14,75134403,75134445,-,6.958153911,HepG2
38757,chr14,75134371,75134408,-,4.739795003,HepG2
38756,chr14,75131988,75132032,-,4.739795003,HepG2
7994,chr15,75211059,75211095,+,3.016910938,HepG2
22559,chr16,75235517,75235574,-,5.577359118,HepG2
22557,chr16,75235199,75235224,-,3.199661376,HepG2
22558,chr16,75235482,75235527,-,3.882310524,HepG2
8004,chr15,75355910,75355967,-,3.540116796,K562
8965,chr7,75395391,75395398,+,3.693916752,HepG2
8966,chr7,75395398,75395432,+,3.693916752,HepG2
27217,chr10,75398306,75398312,-,3.199661376,HepG2
27219,chr10,75398660,75398724,-,13.78878358,HepG2
27218,chr10,75398651,75398696,-,6.082367162,HepG2
27221,chr10,75401706,75401727,-,5.340467232,HepG2
27630,chr10,75401466,75401557,-,13.41530453,HepG2
27220,chr10,75401701,75401719,-,4.070298109,HepG2
8970,chr7,75417156,75417213,-,5.050337254,HepG2
8968,chr7,75416898,75416980,-,17.59123445,K562
8969,chr7,75417126,75417214,-,31.7340978,K562
8967,chr7,75416896,75416968,-,14.23414525,K562
8971,chr7,75418507,75418566,-,3.540116796,K562
38768,chr14,75651066,75651115,-,3.36069115,K562
38765,chr14,75651048,75651184,-,10.52447249,HepG2
38766,chr14,75651052,75651172,-,8.836335421,HepG2
38767,chr14,75651064,75651166,-,7.566486339,K562
38769,chr14,75651166,75651226,-,5.419897543,K562
22566,chr16,75657315,75657401,+,14.14386624,K562
22567,chr16,75657338,75657402,+,5.089872757,HepG2
22565,chr16,75657308,75657385,+,8.275393537,K562
22564,chr16,75657077,75657113,+,4.661193622,K562
22563,chr16,75656847,75656887,+,3.511542639,HepG2
33177,chr17,75778707,75778723,-,11.04462016,K562
19047,chr1,75794942,75794960,+,3.178734411,K562
33192,chr17,75827976,75827999,-,3.36069115,K562
33193,chr17,75828786,75828840,-,4.105895486,K562
16005,chr13,75853098,75853146,+,3.016910938,HepG2
33202,chr17,75874729,75874770,-,3.536314955,HepG2
33203,chr17,75877537,75877578,-,3.917588427,HepG2
33204,chr17,75877863,75877903,-,3.189448735,HepG2
33205,chr17,75889084,75889118,-,3.693916752,HepG2
33206,chr17,75902019,75902077,-,5.271256259,K562
30101,chr12,76031371,76031410,-,4.279424552,HepG2
30100,chr12,76031184,76031228,-,5.059304654,HepG2
30099,chr12,76031140,76031161,-,3.199661376,HepG2
30103,chr12,76038673,76038699,-,3.693916752,HepG2
30102,chr12,76038666,76038673,-,3.693916752,HepG2
33210,chr17,76039767,76039817,-,3.178734411,K562
33225,chr17,76270755,76270804,+,3.199661376,HepG2
33224,chr17,76270634,76270685,+,16.59756304,K562
33227,chr17,76270759,76270818,+,12.11299632,K562
33226,chr17,76270757,76270822,+,19.73551274,K562
9033,chr7,76328368,76328417,-,5.967101334,HepG2
9034,chr7,76329421,76329498,-,12.42878058,HepG2
33228,chr17,76385650,76385654,+,3.55428109,HepG2
33231,chr17,76387457,76387495,+,3.96221267,HepG2
33230,chr17,76387397,76387429,+,4.512902227,HepG2
33232,chr17,76389587,76389656,-,5.018185287,HepG2
38777,chr14,77025103,77025168,-,5.639574165,HepG2
38775,chr14,77024738,77024821,-,7.710337482,HepG2
38778,chr14,77025122,77025212,-,5.347881548,K562
38776,chr14,77025083,77025162,-,4.996705807,K562
38774,chr14,77024720,77024806,-,8.473182745,K562
38779,chr14,77028306,77028366,-,6.364360558,HepG2
