,chrom,start,end,GENCODE_ID
3047,chr12,62643993,62648488,ENST00000228705.7
3048,chr12,62643993,62648488,ENST00000228705.7
3049,chr12,62643993,62648488,ENST00000228705.7
3044,chr12,62643993,62648488,ENST00000228705.7
3045,chr12,62643993,62648488,ENST00000228705.7
3046,chr12,62643993,62648488,ENST00000228705.7
27728,chr11,62646847,62647019,ENST00000330574.2
27731,chr11,62712629,62715298,ENST00000301785.7
27730,chr11,62712629,62715298,ENST00000301785.7
27736,chr11,62712629,62715298,ENST00000301785.7
27729,chr11,62712629,62715298,ENST00000301785.7
27735,chr11,62712629,62715298,ENST00000301785.7
27734,chr11,62712629,62715298,ENST00000301785.7
27732,chr11,62712629,62715298,ENST00000301785.7
27737,chr11,62712629,62715298,ENST00000301785.7
27733,chr11,62712629,62715298,ENST00000301785.7
27740,chr11,62712629,62715298,ENST00000301785.7
27739,chr11,62712629,62715298,ENST00000301785.7
27738,chr11,62712629,62715298,ENST00000301785.7
13836,chr20,62944912,62948475,ENST00000266069.5
13842,chr20,62944912,62948475,ENST00000266069.5
13840,chr20,62944912,62948475,ENST00000266069.5
13841,chr20,62944912,62948475,ENST00000266069.5
13838,chr20,62944912,62948475,ENST00000266069.5
13839,chr20,62944912,62948475,ENST00000266069.5
13837,chr20,62944912,62948475,ENST00000266069.5
6667,chr18,62979431,62980433,ENST00000262719.10
38316,chr8,63186146,63187745,ENST00000615676.1
13843,chr20,63195428,63196707,ENST00000370339.8
15752,chrX,63347227,63350069,ENST00000374884.3
34346,chr6,63684128,63685911,ENST00000509876.5
34344,chr6,63684128,63685911,ENST00000509876.5
34345,chr6,63684128,63685911,ENST00000509876.5
34343,chr6,63684128,63685911,ENST00000509876.5
34347,chr6,63685933,63686324,ENST00000509330.5
34348,chr6,63711585,63714454,ENST00000509876.5
13958,chr20,63735158,63735564,ENST00000477340.5
18509,chr17,63745254,63746880,ENST00000225726.10
18510,chr17,63745254,63746880,ENST00000225726.10
18508,chr17,63745254,63746880,ENST00000225726.10
27789,chr11,63759891,63763417,ENST00000433688.2
27790,chr11,63759891,63763417,ENST00000433688.2
27793,chr11,63759891,63763417,ENST00000433688.2
27792,chr11,63759891,63763417,ENST00000433688.2
27791,chr11,63759891,63763417,ENST00000433688.2
27788,chr11,63759891,63763417,ENST00000433688.2
27794,chr11,63827139,63827716,ENST00000294244.9
27795,chr11,63906118,63907567,ENST00000677303.1
27796,chr11,63906118,63907567,ENST00000677303.1
14013,chr20,63956703,63959887,ENST00000369888.6
14011,chr20,63956703,63959887,ENST00000369888.6
14012,chr20,63956703,63959887,ENST00000369888.6
14010,chr20,63956703,63959887,ENST00000369888.6
27800,chr11,63976320,63976543,ENST00000314133.4
14025,chr20,64056802,64056877,ENST00000455524.1
14026,chr20,64056971,64057084,ENST00000455524.1
15753,chrX,64185116,64189878,ENST00000374869.8
27821,chr11,64195644,64195811,ENST00000540501.1
27822,chr11,64195644,64195811,ENST00000540501.1
27839,chr11,64242077,64242213,ENST00000652762.2
27840,chr11,64242077,64242213,ENST00000652762.2
35952,chr2,64524411,64524612,ENST00000695868.1
35951,chr2,64524411,64524612,ENST00000695868.1
35957,chr2,64631620,64635926,ENST00000313349.3
35955,chr2,64631620,64635926,ENST00000313349.3
35956,chr2,64631620,64635926,ENST00000313349.3
21535,chr15,64681691,64686068,ENST00000326648.5
3052,chr12,64694912,64697564,ENST00000542104.6
626,chr14,64766398,64766656,ENST00000389720.4
27895,chr11,64823051,64824472,ENST00000342711.6
27914,chr11,65077452,65079106,ENST00000275517.8
27916,chr11,65077452,65079106,ENST00000275517.8
27915,chr11,65077452,65079106,ENST00000275517.8
27923,chr11,65079352,65079787,ENST00000527430.1
21558,chr15,65117378,65118716,ENST00000204549.9
21559,chr15,65155691,65155856,ENST00000559152.5
3059,chr12,65169582,65170418,ENST00000541171.1
3058,chr12,65169582,65170418,ENST00000541171.1
3061,chr12,65246325,65248355,ENST00000308330.3
3060,chr12,65246325,65248355,ENST00000308330.3
35981,chr2,65310850,65313500,ENST00000356388.9
35980,chr2,65310850,65313500,ENST00000356388.9
35979,chr2,65310850,65313500,ENST00000356388.9
27971,chr11,65320572,65322561,ENST00000649896.1
27996,chr11,65357224,65357613,ENST00000309880.6
27997,chr11,65387036,65387121,ENST00000528854.1
27999,chr11,65389360,65389528,ENST00000528854.1
27998,chr11,65389360,65389528,ENST00000528854.1
28027,chr11,65422797,65445540,ENST00000501122.2
28026,chr11,65422797,65445540,ENST00000501122.2
18631,chr17,65538101,65538343,ENST00000577662.1
18634,chr17,65557805,65558736,ENST00000577662.1
18632,chr17,65557805,65558736,ENST00000577662.1
18633,chr17,65557805,65558736,ENST00000577662.1
18635,chr17,65557805,65558736,ENST00000577662.1
28065,chr11,65581523,65584692,ENST00000526990.1
28064,chr11,65581523,65584692,ENST00000526990.1
28063,chr11,65581523,65584692,ENST00000526990.1
28066,chr11,65581523,65584692,ENST00000526990.1
28067,chr11,65592302,65592650,ENST00000309295.9
28068,chr11,65625404,65625510,ENST00000530174.1
28069,chr11,65636390,65636689,ENST00000439247.2
28079,chr11,65653600,65655586,ENST00000525693.5
21560,chr15,65877331,65877527,ENST00000568850.5
21572,chr15,65887840,65891989,ENST00000261890.7
21573,chr15,65887840,65891989,ENST00000261890.7
28101,chr11,65891392,65891635,ENST00000312579.4
28102,chr11,65891392,65891635,ENST00000312579.4
28103,chr11,65892644,65893288,ENST00000532401.1
3064,chr12,65963292,65966291,ENST00000403681.7
3065,chr12,65963292,65966291,ENST00000403681.7
3062,chr12,65963292,65966291,ENST00000403681.7
3067,chr12,65963292,65966291,ENST00000403681.7
3068,chr12,65963292,65966291,ENST00000403681.7
3063,chr12,65963292,65966291,ENST00000403681.7
3066,chr12,65963292,65966291,ENST00000403681.7
29045,chr11,65998613,65998743,ENST00000529973.1
28113,chr11,66002479,66002570,ENST00000524628.1
28124,chr11,66345373,66346048,ENST00000311181.5
28125,chr11,66345373,66346048,ENST00000311181.5
28121,chr11,66345373,66346048,ENST00000311181.5
28122,chr11,66345373,66346048,ENST00000311181.5
28123,chr11,66345373,66346048,ENST00000311181.5
28120,chr11,66345373,66346048,ENST00000311181.5
18638,chr17,66804037,66810743,ENST00000413366.8
7439,chr7,66902856,66906297,ENST00000610177.1
30262,chr16,66934817,66935508,ENST00000566182.1
30263,chr16,66939216,66939358,ENST00000568470.6
7445,chr7,66955522,66958551,ENST00000341567.8
24223,chr1,66958850,66958983,ENST00000479067.1
24229,chr1,66999349,67004339,ENST00000235345.6
18639,chr17,67070443,67078251,ENST00000358691.10
30266,chr16,67147131,67148544,ENST00000219139.8
30267,chr16,67147131,67148544,ENST00000219139.8
19828,chr5,67167051,67169593,ENST00000403625.7
30274,chr16,67229388,67229635,ENST00000258201.9
3899,chr12,67269389,67269785,ENST00000541058.1
30275,chr16,67438018,67438527,ENST00000290949.8
1412,chr10,67796668,67797115,ENST00000225171.7
30276,chr16,67843499,67844195,ENST00000303596.3
30277,chr16,67843499,67844195,ENST00000303596.3
30279,chr16,67873051,67873343,ENST00000572221.5
30278,chr16,67873051,67873343,ENST00000572221.5
35982,chr2,68178856,68180962,ENST00000234310.8
35983,chr2,68178856,68180962,ENST00000234310.8
35988,chr2,68178856,68180962,ENST00000234310.8
35987,chr2,68178856,68180962,ENST00000234310.8
35986,chr2,68178856,68180962,ENST00000234310.8
35984,chr2,68178856,68180962,ENST00000234310.8
35985,chr2,68178856,68180962,ENST00000234310.8
21651,chr15,68187835,68193847,ENST00000249636.11
28298,chr11,68261337,68261644,ENST00000304271.11
28299,chr11,68261337,68261644,ENST00000304271.11
28300,chr11,68261337,68261644,ENST00000304271.11
21662,chr15,68291242,68295862,ENST00000306917.5
21661,chr15,68291242,68295862,ENST00000306917.5
21663,chr15,68291242,68295862,ENST00000306917.5
21664,chr15,68291242,68295862,ENST00000306917.5
15761,chrX,68518769,68518812,ENST00000374643.7
1422,chr10,68691814,68694487,ENST00000373644.5
15764,chrX,68717211,68718629,ENST00000523864.5
653,chr14,68787661,68789532,ENST00000439696.3
652,chr14,68787661,68789532,ENST00000439696.3
651,chr14,68787661,68789532,ENST00000439696.3
650,chr14,68787661,68789532,ENST00000439696.3
3082,chr12,68839849,68845544,ENST00000258149.11
15777,chrX,68840654,68842160,ENST00000204961.5
19829,chr5,69167907,69168078,ENST00000503507.1
19831,chr5,69177631,69178245,ENST00000256442.10
19830,chr5,69177631,69178245,ENST00000256442.10
3087,chr12,69259427,69259543,ENST00000650046.1
30335,chr16,69355566,69356897,ENST00000254942.8
669,chr14,69380127,69380537,ENST00000557016.6
671,chr14,69380127,69380537,ENST00000557016.6
670,chr14,69380127,69380537,ENST00000557016.6
672,chr14,69380127,69380537,ENST00000557016.6
668,chr14,69380127,69380537,ENST00000557016.6
15778,chrX,69616752,69617299,ENST00000338901.4
28313,chr11,69651282,69654474,ENST00000227507.3
28320,chr11,69651282,69654474,ENST00000227507.3
28314,chr11,69651282,69654474,ENST00000227507.3
28311,chr11,69651282,69654474,ENST00000227507.3
28321,chr11,69651282,69654474,ENST00000227507.3
28318,chr11,69651282,69654474,ENST00000227507.3
28319,chr11,69651282,69654474,ENST00000227507.3
28315,chr11,69651282,69654474,ENST00000227507.3
28316,chr11,69651282,69654474,ENST00000227507.3
28312,chr11,69651282,69654474,ENST00000227507.3
35999,chr2,69897376,69897456,ENST00000488986.1
38318,chr8,70109781,70113631,ENST00000452400.7
38319,chr8,70109781,70113631,ENST00000452400.7
28324,chr11,70206473,70207390,ENST00000301838.5
28323,chr11,70206473,70207390,ENST00000301838.5
30494,chr16,70253918,70254734,ENST00000675297.1
36004,chr2,70277042,70279103,ENST00000264441.9
36005,chr2,70277392,70281185,ENST00000433351.7
36006,chr2,70300839,70300945,ENST00000450256.1
31354,chr9,70384603,70387775,ENST00000377126.4
31355,chr9,70384603,70387775,ENST00000377126.4
31356,chr9,70384603,70387775,ENST00000377126.4
31353,chr9,70384603,70387775,ENST00000377126.4
1470,chr10,70421747,70428618,ENST00000373218.5
1471,chr10,70421747,70428618,ENST00000373218.5
36008,chr2,70675092,70676708,ENST00000413157.6
36009,chr2,70675092,70676708,ENST00000413157.6
36007,chr2,70675092,70676708,ENST00000413157.6
1472,chr10,70877335,70881184,ENST00000373202.8
36010,chr2,70985941,70988599,ENST00000272438.9
36011,chr2,70985941,70988599,ENST00000272438.9
24235,chr1,71005853,71012214,ENST00000370924.5
15787,chrX,71102084,71103532,ENST00000374259.8
15785,chrX,71102084,71103532,ENST00000374259.8
15786,chrX,71102084,71103532,ENST00000374259.8
15784,chrX,71102084,71103532,ENST00000374259.8
760,chr14,71105234,71105440,ENST00000556272.1
19846,chr5,71455685,71456089,ENST00000508917.6
31357,chr9,71683365,71685196,ENST00000377044.9
31358,chr9,71683365,71685196,ENST00000377044.9
31372,chr9,71683984,71685393,ENST00000542935.5
30523,chr16,71728999,71733057,ENST00000299980.9
3099,chr12,71785673,71800286,ENST00000261263.5
1500,chr10,71816297,71817440,ENST00000394936.8
1488,chr10,71816297,71817440,ENST00000394936.8
1489,chr10,71816297,71817440,ENST00000394936.8
1497,chr10,71816297,71817440,ENST00000394936.8
1503,chr10,71816297,71817440,ENST00000394936.8
1479,chr10,71816297,71817440,ENST00000394936.8
1496,chr10,71816297,71817440,ENST00000394936.8
1473,chr10,71816297,71817440,ENST00000394936.8
1487,chr10,71816297,71817440,ENST00000394936.8
1501,chr10,71816297,71817440,ENST00000394936.8
1502,chr10,71816297,71817440,ENST00000394936.8
1477,chr10,71816297,71817440,ENST00000394936.8
1490,chr10,71816297,71817440,ENST00000394936.8
1492,chr10,71816297,71817440,ENST00000394936.8
1486,chr10,71816297,71817440,ENST00000394936.8
1481,chr10,71816297,71817440,ENST00000394936.8
1478,chr10,71816297,71817440,ENST00000394936.8
1495,chr10,71816297,71817440,ENST00000394936.8
1494,chr10,71816297,71817440,ENST00000394936.8
1484,chr10,71816297,71817440,ENST00000394936.8
1483,chr10,71816297,71817440,ENST00000394936.8
1482,chr10,71816297,71817440,ENST00000394936.8
1485,chr10,71816297,71817440,ENST00000394936.8
1474,chr10,71816297,71817440,ENST00000394936.8
1475,chr10,71816297,71817440,ENST00000394936.8
1476,chr10,71816297,71817440,ENST00000394936.8
1480,chr10,71816297,71817440,ENST00000394936.8
1498,chr10,71816297,71817440,ENST00000394936.8
1499,chr10,71816297,71817440,ENST00000394936.8
1493,chr10,71816297,71817440,ENST00000394936.8
1491,chr10,71816297,71817440,ENST00000394936.8
18800,chr17,72124387,72126416,ENST00000245479.3
18797,chr17,72124387,72126416,ENST00000245479.3
18799,chr17,72124387,72126416,ENST00000245479.3
18796,chr17,72124387,72126416,ENST00000245479.3
18798,chr17,72124387,72126416,ENST00000245479.3
15859,chrX,72196784,72197101,ENST00000373662.4
19847,chr5,72205239,72209565,ENST00000296755.12
28360,chr11,72235674,72235753,ENST00000545355.5
29062,chr11,72238265,72238527,ENST00000541752.1
5218,chr3,72371824,72378384,ENST00000477973.5
5217,chr3,72371824,72378384,ENST00000477973.5
4049,chr13,72708366,72710321,ENST00000377818.4
30566,chr16,72787162,72791624,ENST00000563328.4
30563,chr16,72787162,72791624,ENST00000563328.4
30562,chr16,72787162,72791624,ENST00000563328.4
30565,chr16,72787162,72791624,ENST00000563328.4
30564,chr16,72787162,72791624,ENST00000563328.4
31380,chr9,72900670,72901207,ENST00000297785.8
31381,chr9,72900670,72901207,ENST00000297785.8
31382,chr9,72900670,72901207,ENST00000297785.8
5219,chr3,72996817,72997071,ENST00000470976.1
38320,chr8,73323036,73325281,ENST00000240285.10
28386,chr11,73367583,73367943,ENST00000543530.1
28387,chr11,73391981,73394317,ENST00000545886.1
28388,chr11,73391981,73394317,ENST00000545886.1
7450,chr7,73440405,73441693,ENST00000339594.9
7453,chr7,73440405,73441693,ENST00000339594.9
7451,chr7,73440405,73441693,ENST00000339594.9
7452,chr7,73440405,73441693,ENST00000339594.9
7454,chr7,73441564,73442195,ENST00000404251.1
7455,chr7,73441564,73442195,ENST00000404251.1
785,chr14,73721296,73721509,ENST00000451078.5
28392,chr11,73760810,73761070,ENST00000540547.1
22225,chr15,73998023,73998476,ENST00000564725.1
36036,chr2,74102176,74108176,ENST00000409262.8
36037,chr2,74102176,74108176,ENST00000409262.8
36038,chr2,74152527,74156567,ENST00000396049.5
3100,chr12,74170444,74171830,ENST00000551714.1
21743,chr15,74409288,74410623,ENST00000261918.9
21744,chr15,74409288,74410623,ENST00000261918.9
21751,chr15,74409288,74410623,ENST00000261918.9
21749,chr15,74409288,74410623,ENST00000261918.9
21748,chr15,74409288,74410623,ENST00000261918.9
21753,chr15,74409288,74410623,ENST00000261918.9
21747,chr15,74409288,74410623,ENST00000261918.9
21752,chr15,74409288,74410623,ENST00000261918.9
21746,chr15,74409288,74410623,ENST00000261918.9
21745,chr15,74409288,74410623,ENST00000261918.9
21750,chr15,74409288,74410623,ENST00000261918.9
30577,chr16,74447439,74453166,ENST00000422840.7
30578,chr16,74447439,74453166,ENST00000422840.7
30576,chr16,74447439,74453166,ENST00000422840.7
36128,chr2,74530168,74530512,ENST00000484352.5
3109,chr12,74538406,74545430,ENST00000519948.4
3107,chr12,74538406,74545430,ENST00000519948.4
3106,chr12,74538406,74545430,ENST00000519948.4
3105,chr12,74538406,74545430,ENST00000519948.4
3108,chr12,74538406,74545430,ENST00000519948.4
3110,chr12,74538406,74545430,ENST00000519948.4
3104,chr12,74538406,74545430,ENST00000519948.4
3102,chr12,74538406,74545430,ENST00000519948.4
3101,chr12,74538406,74545430,ENST00000519948.4
3103,chr12,74538406,74545430,ENST00000519948.4
30586,chr16,74621398,74623927,ENST00000361070.9
21758,chr15,74632124,74632946,ENST00000565602.5
30588,chr16,74871361,74874208,ENST00000262144.11
30587,chr16,74871361,74874208,ENST00000262144.11
31383,chr9,74946582,74948047,ENST00000376854.6
799,chr14,75053242,75053654,ENST00000357971.7
800,chr14,75053242,75053654,ENST00000357971.7
15860,chrX,75053279,75053585,ENST00000644766.1
30594,chr16,75107732,75110994,ENST00000335325.9
816,chr14,75131468,75134884,ENST00000303575.9
815,chr14,75131468,75134884,ENST00000303575.9
811,chr14,75131468,75134884,ENST00000303575.9
813,chr14,75131468,75134884,ENST00000303575.9
812,chr14,75131468,75134884,ENST00000303575.9
814,chr14,75131468,75134884,ENST00000303575.9
21777,chr15,75210748,75212169,ENST00000567617.1
30609,chr16,75234888,75235986,ENST00000562556.5
30610,chr16,75234888,75235986,ENST00000562556.5
30611,chr16,75234888,75235986,ENST00000562556.5
21787,chr15,75355034,75357115,ENST00000355059.9
7494,chr7,75395160,75395503,ENST00000463766.1
7495,chr7,75395160,75395503,ENST00000463766.1
1612,chr10,75397829,75398748,ENST00000372524.5
1611,chr10,75397829,75398748,ENST00000372524.5
1613,chr10,75397829,75398748,ENST00000372524.5
1615,chr10,75401518,75402261,ENST00000466942.2
2024,chr10,75401518,75402261,ENST00000466942.2
1614,chr10,75401518,75402261,ENST00000466942.2
7497,chr7,75416785,75418795,ENST00000615331.5
7498,chr7,75416785,75418795,ENST00000615331.5
7499,chr7,75416785,75418795,ENST00000615331.5
7500,chr7,75416785,75418795,ENST00000615331.5
7496,chr7,75416785,75418795,ENST00000615331.5
821,chr14,75649790,75651554,ENST00000256319.7
825,chr14,75649790,75651554,ENST00000256319.7
822,chr14,75649790,75651554,ENST00000256319.7
824,chr14,75649790,75651554,ENST00000256319.7
823,chr14,75649790,75651554,ENST00000256319.7
30618,chr16,75656611,75657432,ENST00000300086.5
30619,chr16,75656611,75657432,ENST00000300086.5
30616,chr16,75656611,75657432,ENST00000300086.5
30615,chr16,75656611,75657432,ENST00000300086.5
30617,chr16,75656611,75657432,ENST00000300086.5
18907,chr17,75778324,75778715,ENST00000591890.5
24284,chr1,75794650,75795086,ENST00000319942.8
18922,chr17,75827956,75828086,ENST00000586519.1
18923,chr17,75828786,75828852,ENST00000586519.1
4050,chr13,75853091,75853388,ENST00000482116.1
18932,chr17,75874163,75875123,ENST00000587339.2
18933,chr17,75876371,75879546,ENST00000586076.1
18934,chr17,75876371,75879546,ENST00000586076.1
18935,chr17,75888962,75890778,ENST00000269383.8
18936,chr17,75902019,75902154,ENST00000590947.5
3114,chr12,76030910,76031378,ENST00000552367.1
3113,chr12,76030910,76031378,ENST00000552367.1
3115,chr12,76030910,76031378,ENST00000552367.1
3116,chr12,76036584,76048428,ENST00000618691.5
3117,chr12,76036584,76048428,ENST00000618691.5
18940,chr17,76039550,76039933,ENST00000592704.5
18956,chr17,76270505,76271298,ENST00000327490.8
18957,chr17,76270505,76271298,ENST00000327490.8
18954,chr17,76270505,76271298,ENST00000327490.8
18955,chr17,76270505,76271298,ENST00000327490.8
7562,chr7,76326798,76329576,ENST00000307630.5
7563,chr7,76326798,76329576,ENST00000307630.5
18958,chr17,76385450,76386137,ENST00000591762.1
18960,chr17,76386805,76387856,ENST00000591762.1
18961,chr17,76386805,76387856,ENST00000591762.1
18962,chr17,76389455,76390942,ENST00000319380.12
834,chr14,77024542,77025401,ENST00000238647.5
832,chr14,77024542,77025401,ENST00000238647.5
831,chr14,77024542,77025401,ENST00000238647.5
830,chr14,77024542,77025401,ENST00000238647.5
833,chr14,77024542,77025401,ENST00000238647.5
836,chr14,77028085,77031572,ENST00000619017.1
835,chr14,77028085,77031572,ENST00000619017.1
14626,chr4,77047154,77048218,ENST00000237654.9
14627,chr4,77047154,77048218,ENST00000237654.9
20065,chr5,77072071,77077173,ENST00000255198.3
20064,chr5,77072071,77077173,ENST00000255198.3
14628,chr4,77157224,77157506,ENST00000497512.5
845,chr14,77458032,77458269,ENST00000554156.5
8465,chr7,77537516,77537645,ENST00000460731.5
8464,chr7,77537516,77537645,ENST00000460731.5
869,chr14,77730987,77731129,ENST00000556428.5
870,chr14,77738777,77738884,ENST00000556428.5
871,chr14,77738777,77738884,ENST00000556428.5
24295,chr1,78016247,78017964,ENST00000370763.6
24294,chr1,78016247,78017964,ENST00000370763.6
19010,chr17,78107396,78113147,ENST00000590602.6
19012,chr17,78107396,78113147,ENST00000590602.6
19011,chr17,78107396,78113147,ENST00000590602.6
19013,chr17,78107396,78113147,ENST00000590602.6
31395,chr9,78329086,78330093,ENST00000376588.4
21902,chr15,78473241,78473381,ENST00000558570.5
21904,chr15,78498143,78501453,ENST00000258886.13
21903,chr15,78498143,78501453,ENST00000258886.13
14632,chr4,78541124,78544269,ENST00000512123.4
14634,chr4,78541124,78544269,ENST00000512123.4
14633,chr4,78541124,78544269,ENST00000512123.4
14635,chr4,78541124,78544269,ENST00000512123.4
20079,chr5,78777208,78780396,ENST00000264914.10
6680,chr18,79144751,79146918,ENST00000625180.1
6691,chr18,79144751,79146918,ENST00000625180.1
6690,chr18,79144751,79146918,ENST00000625180.1
6692,chr18,79144751,79146918,ENST00000625180.1
6688,chr18,79144751,79146918,ENST00000625180.1
6681,chr18,79144751,79146918,ENST00000625180.1
6684,chr18,79144751,79146918,ENST00000625180.1
6683,chr18,79144751,79146918,ENST00000625180.1
6686,chr18,79144751,79146918,ENST00000625180.1
6687,chr18,79144751,79146918,ENST00000625180.1
6689,chr18,79144751,79146918,ENST00000625180.1
6685,chr18,79144751,79146918,ENST00000625180.1
6682,chr18,79144751,79146918,ENST00000625180.1
6678,chr18,79144751,79146918,ENST00000625180.1
6679,chr18,79144751,79146918,ENST00000625180.1
1618,chr10,79312749,79316519,ENST00000334512.10
1616,chr10,79312749,79316519,ENST00000334512.10
1619,chr10,79312749,79316519,ENST00000334512.10
1617,chr10,79312749,79316519,ENST00000334512.10
1622,chr10,79351486,79351609,ENST00000498681.5
1626,chr10,79353842,79355334,ENST00000225174.8
1625,chr10,79353842,79355334,ENST00000225174.8
1627,chr10,79353842,79355334,ENST00000225174.8
1628,chr10,79353842,79355334,ENST00000225174.8
1631,chr10,79682996,79685436,ENST00000611030.1
1630,chr10,79682996,79685436,ENST00000611030.1
1629,chr10,79682996,79685436,ENST00000611030.1
34438,chr6,79699509,79703655,ENST00000369838.6
19142,chr17,79785042,79787983,ENST00000310942.9
19140,chr17,79785042,79787983,ENST00000310942.9
19141,chr17,79785042,79787983,ENST00000310942.9
19143,chr17,79833155,79833958,ENST00000269397.9
19144,chr17,79833155,79833958,ENST00000269397.9
19555,chr17,79835043,79835395,ENST00000448310.1
6699,chr18,80138809,80140346,ENST00000262198.9
6700,chr18,80138809,80140346,ENST00000262198.9
19171,chr17,80306251,80306468,ENST00000559070.5
21958,chr15,80975751,80979218,ENST00000261758.6
21957,chr15,80975751,80979218,ENST00000261758.6
21959,chr15,80975751,80979218,ENST00000261758.6
21960,chr15,81003360,81005788,ENST00000267984.4
30620,chr16,81043160,81045174,ENST00000539819.5
19177,chr17,81110486,81118401,ENST00000417379.6
872,chr14,81175451,81180222,ENST00000553612.6
873,chr14,81203899,81204104,ENST00000298173.7
878,chr14,81471546,81476971,ENST00000336735.9
877,chr14,81471546,81476971,ENST00000336735.9
875,chr14,81471546,81476971,ENST00000336735.9
874,chr14,81471546,81476971,ENST00000336735.9
876,chr14,81471546,81476971,ENST00000336735.9
19198,chr17,81550247,81551203,ENST00000443656.6
19199,chr17,81550247,81551203,ENST00000443656.6
38328,chr8,81656913,81659350,ENST00000256108.10
30625,chr16,81664463,81667276,ENST00000566462.2
30626,chr16,81705498,81705604,ENST00000561605.1
19289,chr17,81707240,81707517,ENST00000333676.8
19290,chr17,81707240,81707517,ENST00000333676.8
30642,chr16,81709799,81711762,ENST00000537098.8
19335,chr17,81868921,81869075,ENST00000580033.5
19336,chr17,81887834,81888130,ENST00000505490.3
19337,chr17,81887834,81888130,ENST00000505490.3
19364,chr17,81918269,81922604,ENST00000357736.9
19360,chr17,81918269,81922604,ENST00000357736.9
19361,chr17,81918269,81922604,ENST00000357736.9
19362,chr17,81918269,81922604,ENST00000357736.9
19363,chr17,81918269,81922604,ENST00000357736.9
19366,chr17,81918269,81922604,ENST00000357736.9
19367,chr17,81918269,81922604,ENST00000357736.9
19359,chr17,81918269,81922604,ENST00000357736.9
19369,chr17,81918269,81922604,ENST00000357736.9
19368,chr17,81918269,81922604,ENST00000357736.9
19365,chr17,81918269,81922604,ENST00000357736.9
19377,chr17,81922898,81923232,ENST00000580897.1
19376,chr17,81922898,81923232,ENST00000580897.1
19390,chr17,81955332,81956167,ENST00000415556.2
19394,chr17,81955332,81956167,ENST00000415556.2
19391,chr17,81955332,81956167,ENST00000415556.2
19393,chr17,81955332,81956167,ENST00000415556.2
19392,chr17,81955332,81956167,ENST00000415556.2
19407,chr17,82023320,82023863,ENST00000583383.5
19426,chr17,82228447,82228529,ENST00000581642.1
19442,chr17,82462600,82464255,ENST00000623828.1
19588,chr17,82582774,82582934,ENST00000571160.1
19469,chr17,82601499,82604602,ENST00000335255.10
19475,chr17,82727171,82728013,ENST00000269373.11
19476,chr17,82890696,82891713,ENST00000683839.1
31396,chr9,83659967,83661786,ENST00000376395.9
31398,chr9,83659967,83661786,ENST00000376395.9
31397,chr9,83659967,83661786,ENST00000376395.9
30650,chr16,83965061,83966332,ENST00000343939.6
30651,chr16,84053762,84054448,ENST00000343411.8
30661,chr16,85592265,85595720,ENST00000567093.1
36175,chr2,85616151,85616456,ENST00000455732.5
28478,chr11,85657989,85663810,ENST00000527447.2
36176,chr2,86170748,86170844,ENST00000409258.2
36177,chr2,86210668,86213790,ENST00000337109.9
39001,chr8,86342773,86342930,ENST00000523863.5
36196,chr2,86603397,86603842,ENST00000237455.5
37616,chr2,86604006,86604363,ENST00000426549.1
36200,chr2,86773411,86778041,ENST00000283632.5
36199,chr2,86773411,86778041,ENST00000283632.5
36197,chr2,86773411,86778041,ENST00000283632.5
36198,chr2,86773411,86778041,ENST00000283632.5
28505,chr11,86945678,86951141,ENST00000531380.2
28504,chr11,86945678,86951141,ENST00000531380.2
28506,chr11,86945678,86951141,ENST00000531380.2
14694,chr4,87046694,87048049,ENST00000504956.5
30700,chr16,87333885,87333988,ENST00000565593.1
30709,chr16,87709264,87709667,ENST00000562155.5
3129,chr12,88195649,88199887,ENST00000266712.11
30738,chr16,88516187,88516629,ENST00000563351.5
14812,chr4,88520997,88521887,ENST00000273968.5
14813,chr4,88520997,88521887,ENST00000273968.5
30739,chr16,88627919,88628119,ENST00000566496.5
30745,chr16,88651939,88652524,ENST00000301012.8
30746,chr16,88651939,88652524,ENST00000301012.8
30744,chr16,88651939,88652524,ENST00000301012.8
30743,chr16,88651939,88652524,ENST00000301012.8
30751,chr16,88651939,88652524,ENST00000301012.8
30750,chr16,88651939,88652524,ENST00000301012.8
30749,chr16,88651939,88652524,ENST00000301012.8
30748,chr16,88651939,88652524,ENST00000301012.8
30747,chr16,88651939,88652524,ENST00000301012.8
30774,chr16,88715970,88716119,ENST00000419505.5
30775,chr16,88715970,88716119,ENST00000419505.5
30776,chr16,88736799,88738405,ENST00000567968.2
36206,chr2,88750078,88750929,ENST00000283646.5
36207,chr2,88750078,88750929,ENST00000283646.5
36204,chr2,88750078,88750929,ENST00000283646.5
36208,chr2,88750078,88750929,ENST00000283646.5
36205,chr2,88750078,88750929,ENST00000283646.5
30780,chr16,88808278,88809258,ENST00000301019.9
30778,chr16,88808278,88809258,ENST00000301019.9
30779,chr16,88808278,88809258,ENST00000301019.9
30777,chr16,88808278,88809258,ENST00000301019.9
34502,chr6,89084196,89085160,ENST00000336032.4
34503,chr6,89084196,89085160,ENST00000336032.4
22022,chr15,89195423,89202355,ENST00000352732.10
31612,chr9,89316425,89316703,ENST00000314355.7
31611,chr9,89316425,89316703,ENST00000314355.7
31609,chr9,89316425,89316703,ENST00000314355.7
31608,chr9,89316425,89316703,ENST00000314355.7
31610,chr9,89316425,89316703,ENST00000314355.7
31613,chr9,89316425,89316703,ENST00000314355.7
