chromosome,start_coord,end_coord,peak_id,strand,RBP_name,experiment_method,sample_or_tissue_used,accession_of_raw_data,confidence_score
chr8,18069791,18069832,human_RBP_eCLIP_ENCODE_615402,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr8,18069840,18069876,human_RBP_eCLIP_ENCODE_615403,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,19333641,19333673,human_RBP_eCLIP_ENCODE_624944,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,19851777,19851829,human_RBP_eCLIP_ENCODE_610928,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,20216413,20216455,human_RBP_eCLIP_ENCODE_624945,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr8,20220637,20220709,human_RBP_eCLIP_ENCODE_610929,+,DDX6,eCLIP,K562,ENCODE,5.04679940547818
chr8,20220670,20220765,human_RBP_eCLIP_ENCODE_615405,+,DDX6,eCLIP,K562,ENCODE,8.27503635949871
chr8,20221494,20221554,human_RBP_eCLIP_ENCODE_615406,+,DDX6,eCLIP,K562,ENCODE,6.09984078154282
chr8,20221512,20221564,human_RBP_eCLIP_ENCODE_610930,+,DDX6,eCLIP,K562,ENCODE,5.22932196181957
chr8,20221583,20221645,human_RBP_eCLIP_ENCODE_615407,+,DDX6,eCLIP,K562,ENCODE,9.45229911864531
chr8,20221588,20221671,human_RBP_eCLIP_ENCODE_610931,+,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr8,20221645,20221676,human_RBP_eCLIP_ENCODE_615408,+,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr8,22005204,22005233,human_RBP_eCLIP_ENCODE_610932,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,22006102,22006135,human_RBP_eCLIP_ENCODE_615409,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr8,22058076,22058152,human_RBP_eCLIP_ENCODE_610933,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,22080707,22080780,human_RBP_eCLIP_ENCODE_610934,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr8,22081486,22081576,human_RBP_eCLIP_ENCODE_610935,+,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr8,22081577,22081627,human_RBP_eCLIP_ENCODE_624946,+,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr8,22081616,22081680,human_RBP_eCLIP_ENCODE_610936,+,DDX6,eCLIP,K562,ENCODE,5.84539711128775
chr8,22081636,22081692,human_RBP_eCLIP_ENCODE_615410,+,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr8,22082298,22082358,human_RBP_eCLIP_ENCODE_610937,+,DDX6,eCLIP,K562,ENCODE,7.7992323758282
chr8,22082358,22082387,human_RBP_eCLIP_ENCODE_610938,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr8,22082402,22082496,human_RBP_eCLIP_ENCODE_610939,+,DDX6,eCLIP,K562,ENCODE,15.6939204007073
chr8,22082405,22082459,human_RBP_eCLIP_ENCODE_615411,+,DDX6,eCLIP,K562,ENCODE,7.90123448117652
chr8,22082406,22082491,human_RBP_eCLIP_ENCODE_618644,+,DDX6,eCLIP,HepG2,ENCODE,12.5379465792129
chr8,22082429,22082504,human_RBP_eCLIP_ENCODE_624947,+,DDX6,eCLIP,HepG2,ENCODE,4.27942455239066
chr8,22082459,22082499,human_RBP_eCLIP_ENCODE_615412,+,DDX6,eCLIP,K562,ENCODE,5.73723647304693
chr8,22100689,22100736,human_RBP_eCLIP_ENCODE_610940,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,22138406,22138471,human_RBP_eCLIP_ENCODE_610941,-,DDX6,eCLIP,K562,ENCODE,5.85896904446177
chr8,22138464,22138526,human_RBP_eCLIP_ENCODE_624948,-,DDX6,eCLIP,HepG2,ENCODE,6.17462068988478
chr8,22165167,22165226,human_RBP_eCLIP_ENCODE_615413,+,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr8,22165275,22165346,human_RBP_eCLIP_ENCODE_610942,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,22200592,22200644,human_RBP_eCLIP_ENCODE_610943,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,22250769,22250879,human_RBP_eCLIP_ENCODE_610944,+,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr8,22250792,22250907,human_RBP_eCLIP_ENCODE_618645,+,DDX6,eCLIP,HepG2,ENCODE,10.7080320766759
chr8,22417654,22417665,human_RBP_eCLIP_ENCODE_624949,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,22417656,22417682,human_RBP_eCLIP_ENCODE_618646,+,DDX6,eCLIP,HepG2,ENCODE,6.10992683552563
chr8,22417715,22417736,human_RBP_eCLIP_ENCODE_624950,+,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr8,22419640,22419661,human_RBP_eCLIP_ENCODE_618647,+,DDX6,eCLIP,HepG2,ENCODE,6.19382260464725
chr8,22422579,22422592,human_RBP_eCLIP_ENCODE_624951,+,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr8,22560854,22560895,human_RBP_eCLIP_ENCODE_624952,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,22620320,22620353,human_RBP_eCLIP_ENCODE_624953,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,23016896,23016939,human_RBP_eCLIP_ENCODE_624954,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr8,23068917,23068945,human_RBP_eCLIP_ENCODE_624955,-,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr8,23530700,23530709,human_RBP_eCLIP_ENCODE_615414,+,DDX6,eCLIP,K562,ENCODE,6.11529184343747
chr8,23572091,23572167,human_RBP_eCLIP_ENCODE_615415,+,DDX6,eCLIP,K562,ENCODE,27.3306087284639
chr8,23572097,23572159,human_RBP_eCLIP_ENCODE_610946,+,DDX6,eCLIP,K562,ENCODE,30.141288397842
chr8,23572261,23572301,human_RBP_eCLIP_ENCODE_615416,+,DDX6,eCLIP,K562,ENCODE,24.5016655951367
chr8,23572329,23572404,human_RBP_eCLIP_ENCODE_610947,+,DDX6,eCLIP,K562,ENCODE,86.361071678691
chr8,23572331,23572404,human_RBP_eCLIP_ENCODE_615417,+,DDX6,eCLIP,K562,ENCODE,43.1704582346746
chr8,23572404,23572445,human_RBP_eCLIP_ENCODE_615418,+,DDX6,eCLIP,K562,ENCODE,80.0880810453633
chr8,23572404,23572450,human_RBP_eCLIP_ENCODE_610948,+,DDX6,eCLIP,K562,ENCODE,51.4428177382121
chr8,23572445,23572455,human_RBP_eCLIP_ENCODE_615419,+,DDX6,eCLIP,K562,ENCODE,27.9158528668456
chr8,23572470,23572513,human_RBP_eCLIP_ENCODE_610949,+,DDX6,eCLIP,K562,ENCODE,25.4421200182695
chr8,23572481,23572518,human_RBP_eCLIP_ENCODE_615420,+,DDX6,eCLIP,K562,ENCODE,18.1101606656323
chr8,26291532,26291630,human_RBP_eCLIP_ENCODE_610951,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr8,26338932,26338976,human_RBP_eCLIP_ENCODE_624956,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr8,26371024,26371085,human_RBP_eCLIP_ENCODE_615422,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr8,26411056,26411102,human_RBP_eCLIP_ENCODE_615423,+,DDX6,eCLIP,K562,ENCODE,7.64189375479358
chr8,26411313,26411353,human_RBP_eCLIP_ENCODE_624957,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,26412610,26412670,human_RBP_eCLIP_ENCODE_615424,+,DDX6,eCLIP,K562,ENCODE,6.18081246373538
chr8,26641855,26641863,human_RBP_eCLIP_ENCODE_624958,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,26641863,26641892,human_RBP_eCLIP_ENCODE_624959,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,27458810,27458850,human_RBP_eCLIP_ENCODE_610952,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr8,27459030,27459080,human_RBP_eCLIP_ENCODE_610953,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr8,27459036,27459150,human_RBP_eCLIP_ENCODE_615425,+,DDX6,eCLIP,K562,ENCODE,5.5723576314305
chr8,27544520,27544588,human_RBP_eCLIP_ENCODE_610954,+,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr8,27611402,27611411,human_RBP_eCLIP_ENCODE_624961,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,27672014,27672063,human_RBP_eCLIP_ENCODE_624963,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,27810414,27810464,human_RBP_eCLIP_ENCODE_615426,-,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr8,27837663,27837727,human_RBP_eCLIP_ENCODE_618648,-,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr8,27837707,27837748,human_RBP_eCLIP_ENCODE_610955,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr8,28385201,28385256,human_RBP_eCLIP_ENCODE_618649,-,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr8,29064643,29064716,human_RBP_eCLIP_ENCODE_615427,+,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr8,29068412,29068475,human_RBP_eCLIP_ENCODE_624964,-,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr8,29220023,29220032,human_RBP_eCLIP_ENCODE_610956,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr8,29220032,29220069,human_RBP_eCLIP_ENCODE_610957,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr8,30063333,30063392,human_RBP_eCLIP_ENCODE_624965,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,30657980,30658080,human_RBP_eCLIP_ENCODE_615428,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,30658006,30658055,human_RBP_eCLIP_ENCODE_610958,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,30678265,30678335,human_RBP_eCLIP_ENCODE_618650,-,DDX6,eCLIP,HepG2,ENCODE,6.95904182661579
chr8,30679208,30679255,human_RBP_eCLIP_ENCODE_618651,-,DDX6,eCLIP,HepG2,ENCODE,4.07029810867393
chr8,30679553,30679616,human_RBP_eCLIP_ENCODE_624966,-,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr8,30785653,30785705,human_RBP_eCLIP_ENCODE_615429,-,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,30812701,30812743,human_RBP_eCLIP_ENCODE_615431,-,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr8,30812747,30812790,human_RBP_eCLIP_ENCODE_610960,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr8,37520481,37520485,human_RBP_eCLIP_ENCODE_624967,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,37520485,37520501,human_RBP_eCLIP_ENCODE_624968,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,37697657,37697710,human_RBP_eCLIP_ENCODE_624969,+,DDX6,eCLIP,HepG2,ENCODE,8.70471885888315
chr8,37698449,37698486,human_RBP_eCLIP_ENCODE_624970,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr8,37699664,37699716,human_RBP_eCLIP_ENCODE_618652,+,DDX6,eCLIP,HepG2,ENCODE,4.64091123543591
chr8,37699909,37699954,human_RBP_eCLIP_ENCODE_624971,+,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr8,38116672,38116725,human_RBP_eCLIP_ENCODE_615432,+,DDX6,eCLIP,K562,ENCODE,5.41427989930677
chr8,38163692,38163744,human_RBP_eCLIP_ENCODE_615433,-,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,38211379,38211423,human_RBP_eCLIP_ENCODE_618653,+,DDX6,eCLIP,HepG2,ENCODE,5.5773591179539
chr8,38262249,38262281,human_RBP_eCLIP_ENCODE_615435,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,38269786,38269836,human_RBP_eCLIP_ENCODE_610961,-,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr8,38269856,38269979,human_RBP_eCLIP_ENCODE_610962,-,DDX6,eCLIP,K562,ENCODE,15.9133554793892
chr8,38270182,38270287,human_RBP_eCLIP_ENCODE_615436,-,DDX6,eCLIP,K562,ENCODE,10.4313503620381
chr8,38382151,38382195,human_RBP_eCLIP_ENCODE_624972,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,38412887,38412939,human_RBP_eCLIP_ENCODE_624973,-,DDX6,eCLIP,HepG2,ENCODE,6.32780974881175
chr8,38413115,38413155,human_RBP_eCLIP_ENCODE_624974,-,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr8,38420676,38420718,human_RBP_eCLIP_ENCODE_624975,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr8,38420983,38421005,human_RBP_eCLIP_ENCODE_624976,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr8,38421029,38421096,human_RBP_eCLIP_ENCODE_624977,-,DDX6,eCLIP,HepG2,ENCODE,5.52910138592038
chr8,38421032,38421130,human_RBP_eCLIP_ENCODE_618654,-,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr8,38468176,38468226,human_RBP_eCLIP_ENCODE_624979,-,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr8,38969912,38970048,human_RBP_eCLIP_ENCODE_615437,+,DDX6,eCLIP,K562,ENCODE,10.7508016426089
chr8,38969931,38970056,human_RBP_eCLIP_ENCODE_610963,+,DDX6,eCLIP,K562,ENCODE,24.0591151187036
chr8,41491721,41491758,human_RBP_eCLIP_ENCODE_624980,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,41621286,41621324,human_RBP_eCLIP_ENCODE_624981,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,41621370,41621420,human_RBP_eCLIP_ENCODE_624982,+,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr8,41622308,41622360,human_RBP_eCLIP_ENCODE_610965,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr8,41654102,41654174,human_RBP_eCLIP_ENCODE_615438,-,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,41656341,41656392,human_RBP_eCLIP_ENCODE_610966,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr8,41659632,41659690,human_RBP_eCLIP_ENCODE_610967,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr8,41766495,41766605,human_RBP_eCLIP_ENCODE_615439,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,41930175,41930259,human_RBP_eCLIP_ENCODE_610968,-,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr8,41930181,41930240,human_RBP_eCLIP_ENCODE_615440,-,DDX6,eCLIP,K562,ENCODE,4.39634809193329
chr8,42531619,42531690,human_RBP_eCLIP_ENCODE_610969,-,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr8,43018940,43019012,human_RBP_eCLIP_ENCODE_615441,+,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr8,43083173,43083180,human_RBP_eCLIP_ENCODE_624983,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,43084709,43084714,human_RBP_eCLIP_ENCODE_624984,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,43084714,43084735,human_RBP_eCLIP_ENCODE_624985,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,43100829,43100877,human_RBP_eCLIP_ENCODE_624986,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,47735350,47735402,human_RBP_eCLIP_ENCODE_615442,+,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr8,47773827,47773866,human_RBP_eCLIP_ENCODE_624987,-,DDX6,eCLIP,HepG2,ENCODE,4.92876513172568
chr8,47788947,47788982,human_RBP_eCLIP_ENCODE_624988,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,47882523,47882610,human_RBP_eCLIP_ENCODE_610970,-,DDX6,eCLIP,K562,ENCODE,5.34788154804877
chr8,47890348,47890400,human_RBP_eCLIP_ENCODE_624989,-,DDX6,eCLIP,HepG2,ENCODE,6.552112966119
chr8,47970587,47970632,human_RBP_eCLIP_ENCODE_624990,+,DDX6,eCLIP,HepG2,ENCODE,4.23250759332497
chr8,47970653,47970706,human_RBP_eCLIP_ENCODE_624991,+,DDX6,eCLIP,HepG2,ENCODE,4.58467852083053
chr8,47977927,47977981,human_RBP_eCLIP_ENCODE_615443,+,DDX6,eCLIP,K562,ENCODE,7.70312955540332
chr8,48061365,48061431,human_RBP_eCLIP_ENCODE_615444,+,DDX6,eCLIP,K562,ENCODE,5.5723576314305
chr8,48061461,48061531,human_RBP_eCLIP_ENCODE_615445,+,DDX6,eCLIP,K562,ENCODE,6.86301481574434
chr8,51898949,51899009,human_RBP_eCLIP_ENCODE_610971,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr8,52714122,52714180,human_RBP_eCLIP_ENCODE_610972,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,53967308,53967356,human_RBP_eCLIP_ENCODE_624993,-,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr8,55762639,55762681,human_RBP_eCLIP_ENCODE_624994,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,56074416,56074443,human_RBP_eCLIP_ENCODE_610973,-,DDX6,eCLIP,K562,ENCODE,35.0747085405573
chr8,56074443,56074499,human_RBP_eCLIP_ENCODE_610974,-,DDX6,eCLIP,K562,ENCODE,33.7197176334321
chr8,58582190,58582252,human_RBP_eCLIP_ENCODE_610975,+,DDX6,eCLIP,K562,ENCODE,11.9009066402269
chr8,58582584,58582642,human_RBP_eCLIP_ENCODE_615446,+,DDX6,eCLIP,K562,ENCODE,6.11529184343747
chr8,60206479,60206554,human_RBP_eCLIP_ENCODE_615447,-,DDX6,eCLIP,K562,ENCODE,7.2072309185125
chr8,60266004,60266046,human_RBP_eCLIP_ENCODE_615448,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,60279754,60279832,human_RBP_eCLIP_ENCODE_615449,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr8,60685282,60685323,human_RBP_eCLIP_ENCODE_624995,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,60865053,60865083,human_RBP_eCLIP_ENCODE_624996,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr8,60865315,60865379,human_RBP_eCLIP_ENCODE_624997,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr8,60865569,60865622,human_RBP_eCLIP_ENCODE_624998,+,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr8,61501274,61501324,human_RBP_eCLIP_ENCODE_624999,-,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr8,61502731,61502768,human_RBP_eCLIP_ENCODE_625000,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,61502838,61502906,human_RBP_eCLIP_ENCODE_625001,-,DDX6,eCLIP,HepG2,ENCODE,5.52910138592038
chr8,61502936,61502964,human_RBP_eCLIP_ENCODE_625002,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,61503430,61503483,human_RBP_eCLIP_ENCODE_625003,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,61625847,61625910,human_RBP_eCLIP_ENCODE_625004,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,61694537,61694568,human_RBP_eCLIP_ENCODE_625005,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,63015189,63015226,human_RBP_eCLIP_ENCODE_625006,-,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr8,63187144,63187191,human_RBP_eCLIP_ENCODE_625007,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr8,65718371,65718419,human_RBP_eCLIP_ENCODE_615451,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr8,66429509,66429583,human_RBP_eCLIP_ENCODE_625008,+,DDX6,eCLIP,HepG2,ENCODE,6.17462068988478
chr8,66430145,66430210,human_RBP_eCLIP_ENCODE_610976,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr8,70110094,70110168,human_RBP_eCLIP_ENCODE_610977,-,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr8,70110105,70110150,human_RBP_eCLIP_ENCODE_618655,-,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr8,70163464,70163504,human_RBP_eCLIP_ENCODE_618656,-,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr8,70403035,70403091,human_RBP_eCLIP_ENCODE_610978,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr8,70608212,70608271,human_RBP_eCLIP_ENCODE_610979,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr8,73324312,73324405,human_RBP_eCLIP_ENCODE_615452,+,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr8,73746211,73746280,human_RBP_eCLIP_ENCODE_618657,-,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr8,73955990,73956052,human_RBP_eCLIP_ENCODE_615453,-,DDX6,eCLIP,K562,ENCODE,6.11529184343747
chr8,76983639,76983706,human_RBP_eCLIP_ENCODE_618658,-,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr8,79764605,79764693,human_RBP_eCLIP_ENCODE_615454,-,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,80486316,80486393,human_RBP_eCLIP_ENCODE_618659,+,DDX6,eCLIP,HepG2,ENCODE,4.64091123543591
chr8,81658033,81658153,human_RBP_eCLIP_ENCODE_615455,-,DDX6,eCLIP,K562,ENCODE,5.37656420983196
chr8,81673893,81673944,human_RBP_eCLIP_ENCODE_615456,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr8,86342748,86342818,human_RBP_eCLIP_ENCODE_615457,+,DDX6,eCLIP,K562,ENCODE,6.5208269259196
chr8,89933541,89933593,human_RBP_eCLIP_ENCODE_615458,-,DDX6,eCLIP,K562,ENCODE,7.70312955540332
chr8,89933547,89933603,human_RBP_eCLIP_ENCODE_610980,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr8,89933593,89933640,human_RBP_eCLIP_ENCODE_615459,-,DDX6,eCLIP,K562,ENCODE,5.03695252013292
chr8,90007552,90007610,human_RBP_eCLIP_ENCODE_615460,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,93736100,93736156,human_RBP_eCLIP_ENCODE_625009,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,93740882,93740930,human_RBP_eCLIP_ENCODE_625010,-,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr8,94720322,94720351,human_RBP_eCLIP_ENCODE_625011,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr8,95154381,95154420,human_RBP_eCLIP_ENCODE_615461,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr8,95154630,95154664,human_RBP_eCLIP_ENCODE_615462,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,95156536,95156602,human_RBP_eCLIP_ENCODE_615463,+,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr8,96610007,96610025,human_RBP_eCLIP_ENCODE_618660,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr8,96610153,96610175,human_RBP_eCLIP_ENCODE_618661,+,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr8,96610313,96610360,human_RBP_eCLIP_ENCODE_618662,+,DDX6,eCLIP,HepG2,ENCODE,9.01584944860693
chr8,96610522,96610574,human_RBP_eCLIP_ENCODE_625012,+,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr8,97825058,97825103,human_RBP_eCLIP_ENCODE_625013,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,97851656,97851793,human_RBP_eCLIP_ENCODE_625014,+,DDX6,eCLIP,HepG2,ENCODE,16.6734728458077
chr8,100702989,100703034,human_RBP_eCLIP_ENCODE_610981,-,DDX6,eCLIP,K562,ENCODE,61.5912175055959
chr8,100702991,100703016,human_RBP_eCLIP_ENCODE_615465,-,DDX6,eCLIP,K562,ENCODE,70.2778845791407
chr8,100703016,100703035,human_RBP_eCLIP_ENCODE_615466,-,DDX6,eCLIP,K562,ENCODE,74.5841922723644
chr8,100703188,100703232,human_RBP_eCLIP_ENCODE_615467,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100703232,100703256,human_RBP_eCLIP_ENCODE_615468,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100703256,100703286,human_RBP_eCLIP_ENCODE_615469,-,DDX6,eCLIP,K562,ENCODE,73.6568475283377
chr8,100721840,100721869,human_RBP_eCLIP_ENCODE_610982,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721846,100721866,human_RBP_eCLIP_ENCODE_615470,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721866,100721875,human_RBP_eCLIP_ENCODE_615471,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721869,100721908,human_RBP_eCLIP_ENCODE_610983,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721875,100721897,human_RBP_eCLIP_ENCODE_615472,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721897,100721908,human_RBP_eCLIP_ENCODE_615473,-,DDX6,eCLIP,K562,ENCODE,400.0
chr8,100721908,100721911,human_RBP_eCLIP_ENCODE_610984,-,DDX6,eCLIP,K562,ENCODE,49.8025264649852
chr8,100721908,100721919,human_RBP_eCLIP_ENCODE_615474,-,DDX6,eCLIP,K562,ENCODE,36.1925867538122
chr8,100721911,100721921,human_RBP_eCLIP_ENCODE_610985,-,DDX6,eCLIP,K562,ENCODE,57.6634202013259
chr8,100721930,100721938,human_RBP_eCLIP_ENCODE_615475,-,DDX6,eCLIP,K562,ENCODE,56.6675413408108
chr8,100920280,100920360,human_RBP_eCLIP_ENCODE_610986,-,DDX6,eCLIP,K562,ENCODE,13.0732820818762
chr8,100920299,100920359,human_RBP_eCLIP_ENCODE_615476,-,DDX6,eCLIP,K562,ENCODE,12.5416492578603
chr8,100948695,100948743,human_RBP_eCLIP_ENCODE_615477,-,DDX6,eCLIP,K562,ENCODE,6.88193377828599
chr8,100952293,100952380,human_RBP_eCLIP_ENCODE_615478,-,DDX6,eCLIP,K562,ENCODE,17.8500429060832
chr8,101199099,101199138,human_RBP_eCLIP_ENCODE_625016,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr8,102204683,102204742,human_RBP_eCLIP_ENCODE_615480,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr8,102254093,102254190,human_RBP_eCLIP_ENCODE_618663,-,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr8,102412242,102412301,human_RBP_eCLIP_ENCODE_610989,-,DDX6,eCLIP,K562,ENCODE,6.25343881225727
chr8,102649496,102649551,human_RBP_eCLIP_ENCODE_615481,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr8,102650206,102650247,human_RBP_eCLIP_ENCODE_618664,-,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
